users,items
931,2448
118,1903
984,1206
218,296
1596,588
537,1527
244,330
544,3734
1597,1307
406,3412
1869,666
1486,1153
1740,1513
1041,554
1244,2530
1092,2027
1743,345
165,1411
1532,893
548,689
1136,1680
417,726
1482,618
114,1869
188,809
577,437
1676,988
130,190
454,983
1653,1629
1240,419
53,1070
453,1740
976,738
1254,4400
269,2916
1101,1780
701,445
1889,1956
1288,580
1121,1087
1385,49
248,851
675,91
733,3889
606,3881
1097,455
1636,2574
669,2587
1726,1922
1201,1437
711,703
1804,1544
523,3681
15,406
615,192
1736,509
1889,2446
270,311
602,1131
652,68
92,1655
962,1316
1822,960
45,969
1216,265
1513,1173
1815,642
1224,2739
1008,458
477,313
1793,1472
767,2292
1460,833
302,275
1627,1710
1164,618
1634,893
262,1106
1433,837
321,1319
240,1649
1224,3923
424,801
574,1956
1464,2143
1303,110
100,1719
1641,344
777,2691
1136,3623
1385,1630
37,848
777,2792
375,2123
1106,2447
431,60
1315,102
895,3910
58,240
430,2908
1292,105
1289,2207
1478,126
603,2343
164,437
1098,706
1839,61
780,523
1233,546
1298,1340
738,726
1268,187
894,396
415,3440
1496,4390
1628,971
16,430
1324,46
779,4121
584,695
1732,3865
1392,924
1775,3108
892,1490
1001,2862
1443,347
1013,209
1230,351
1492,55
79,1483
1071,1203
993,625
1339,828
461,1701
1300,263
910,3389
1006,4057
1886,94
1247,1669
1343,66
783,821
1096,2311
1642,650
1745,3900
840,152
828,41
299,441
582,1670
365,513
1630,127
1510,249
466,912
750,1402
1851,3813
515,2806
1847,50
1886,2582
156,1715
1642,737
1814,1916
47,989
1200,790
711,328
200,1118
1294,573
511,1770
934,2270
1247,778
725,3386
474,27
363,447
1285,782
1505,186
1462,2942
918,134
1718,420
397,45
1400,372
1353,1742
1357,2220
158,115
975,451
10,295
43,957
1680,427
1086,828
1310,394
867,4221
135,109
1798,1975
1433,2232
1505,168
252,1352
16,429
97,779
393,182
20,537
1716,662
1355,100
338,63
115,1881
593,828
899,4064
99,1716
1410,446
363,3280
1616,136
675,1630
279,1996
299,505
22,147
1093,2284
812,943
712,712
1010,1109
1422,2181
1505,694
157,2213
1381,297
1847,2054
249,2804
977,3043
529,516
802,980
532,3705
1339,1411
1501,920
365,105
619,3335
293,3029
427,733
1233,2282
1080,1549
1514,51
1601,942
1701,1498
1098,371
279,2587
1882,3993
1004,192
596,183
261,2874
430,371
832,1155
777,153
1414,696
1519,829
488,1118
1581,571
1823,430
1737,780
138,147
1077,4038
931,205
1548,2802
479,1664
1128,240
1119,4157
775,3031
1064,2410
1014,3431
1755,625
1352,4097
735,1925
234,1067
10,272
1200,64
1018,2530
1477,343
168,445
1122,2584
401,652
718,3264
1782,2891
32,726
400,3398
1387,3284
1835,1132
336,243
204,1708
633,1178
1357,23
1632,396
595,453
268,2743
1794,1069
1785,289
1337,246
1002,2663
1800,65
536,1277
1363,1066
1630,712
1343,385
790,258
169,509
793,1629
62,1208
653,3540
1292,177
976,909
303,3056
1832,387
944,2977
540,564
669,1234
1760,4443
644,1644
1748,2744
33,776
829,1176
276,2960
65,205
19,288
234,2162
1195,3578
919,106
859,2537
926,3102
884,4241
1348,1313
1218,378
487,592
362,3276
60,1168
336,1682
30,717
845,1057
1176,2585
1870,737
1830,396
82,619
1034,275
953,67
1787,334
729,1097
363,1097
1346,1222
1762,4061
1257,4276
1427,169
1204,661
1377,1136
252,614
625,3301
1496,374
301,891
1117,3442
1758,2791
84,275
1463,4380
522,143
1847,708
985,2703
1763,210
120,113
1645,335
330,3145
1024,2712
884,1955
893,685
290,3013
528,719
862,824
799,1470
1099,461
902,1728
109,617
1885,2026
1483,656
1687,735
954,3540
1135,1674
1247,1585
215,2631
228,2687
1733,686
122,293
1794,2428
1391,3314
1718,1034
431,3484
791,1597
1614,3872
1347,1458
1685,4422
155,326
1853,314
126,51
914,3207
606,313
877,344
1564,1490
1220,363
940,338
509,3655
87,1586
1209,393
1473,3149
1405,2169
673,611
734,4062
1127,1112
1382,4102
600,1365
24,596
315,3096
1099,3833
1124,2155
551,682
1634,311
325,924
553,2559
198,683
96,550
1627,205
652,659
1067,427
185,262
1331,4052
347,3221
986,416
1741,891
1159,737
1656,258
468,447
1013,1119
1079,4387
290,331
156,170
1081,2403
367,117
648,907
1668,607
73,1397
959,490
1199,431
1266,3619
1344,725
142,1041
1465,734
426,2609
552,192
494,974
1707,1437
312,272
676,168
1154,1523
542,614
1232,3673
1673,1362
770,81
262,902
521,3622
661,3964
892,1159
889,958
1295,3701
1886,65
1744,205
615,1232
1139,1159
669,1686
270,2105
574,148
721,3454
271,817
293,2327
1535,381
1154,418
735,173
344,3195
569,569
1285,1691
793,1095
1222,754
1877,1258
765,314
1260,1829
1785,4091
1266,1815
1587,67
407,794
1562,2693
819,1043
1016,503
863,836
564,512
541,423
1586,324
92,612
1319,953
849,796
971,3138
998,701
494,3629
970,168
1664,53
748,4080
511,103
1442,1256
846,583
1833,3625
1328,785
1463,906
1549,210
9,243
1444,696
521,857
1390,592
633,280
453,2337
1761,1386
896,1521
330,3143
1810,544
967,1223
1586,1312
1659,704
1398,1321
1605,1629
1101,2050
1371,205
410,3421
924,3604
872,3041
48,1001
882,1256
80,1501
85,1557
735,2933
613,2203
1225,1071
963,320
1547,735
515,614
285,82
1887,2865
169,2315
1392,1629
877,686
1075,2102
1232,1291
1465,2118
1733,1100
1565,735
733,2156
811,778
134,1074
462,1853
1181,615
1452,496
1399,550
1308,334
604,3877
1707,1731
1755,824
1086,490
1719,1138
1083,486
71,785
1047,674
899,547
1358,2801
1342,3516
847,726
1105,3975
347,721
80,1514
284,1312
71,1382
943,182
862,809
804,437
1301,2090
1267,966
279,2976
184,917
1288,2166
431,1176
419,3244
884,1922
1426,1054
1309,2266
255,588
1530,3429
1766,403
880,1475
1891,3151
1494,621
1076,170
975,891
520,240
790,1533
144,355
1828,479
381,703
467,282
1303,917
123,533
1812,976
878,856
1784,3505
128,1581
531,169
1151,1670
626,3862
162,242
138,930
1244,3570
436,2990
433,1112
1486,1957
599,3867
241,851
1773,547
1659,2392
1686,2291
1096,1705
780,313
1369,660
1480,453
347,1427
1458,272
1381,490
1157,1357
1000,325
292,2266
500,1341
1614,3805
158,416
811,1983
1876,115
305,2092
1667,650
686,389
1420,1083
349,106
1065,394
1036,252
1549,334
53,1068
14,372
1786,2444
889,3705
1867,1523
1049,2046
75,1437
794,64
1660,637
368,2431
887,418
713,891
1230,4093
243,2787
1161,205
153,959
785,1467
818,590
1666,1996
1646,804
1215,3041
1833,1682
650,3096
474,3028
317,1188
289,613
392,393
1246,2303
1634,1307
1394,1580
1281,476
1110,32
473,678
1606,205
1254,2072
154,281
1363,132
1464,1728
135,2024
1751,683
729,2236
301,526
997,257
54,998
827,3005
464,147
641,1419
231,1818
50,1029
1314,1628
1815,1863
710,2841
170,1890
266,2903
1641,707
1772,286
299,621
376,893
1380,3226
1739,570
1788,885
490,385
1283,3837
1485,453
1215,3031
777,2779
132,588
216,1815
779,3097
871,686
670,177
1076,3313
789,2027
758,2104
988,1984
1685,1482
1274,538
1886,893
1174,1566
89,1628
683,1678
201,2568
1439,612
1646,1072
338,67
1127,371
602,372
759,293
1858,1540
848,252
1302,1150
1077,2278
776,1521
361,94
800,2326
786,610
560,85
1571,2063
985,385
192,1824
581,854
1058,1238
513,2323
1256,4396
803,4155
1658,496
471,1342
253,611
1840,1957
1625,340
1802,110
561,754
357,273
1615,1598
378,3327
239,2769
864,1431
941,3977
1385,2166
526,1602
1228,1671
749,368
1377,900
1060,421
1801,2221
1048,1087
143,1281
658,2794
281,1788
405,1183
1548,590
981,1057
685,1721
1818,2402
1561,1299
1524,732
1179,1543
1181,608
800,3962
865,3913
50,1032
1368,1922
975,616
1136,2090
1037,2350
61,544
1473,272
1872,2428
1120,565
1503,1897
266,1527
130,282
1763,3382
1284,2221
310,2090
1061,684
975,3857
1403,970
1435,1589
542,2532
730,258
530,2025
1345,616
944,170
876,2286
386,258
1744,1490
1460,729
1538,309
724,168
922,938
1288,3079
122,339
1859,953
1100,1427
1547,897
106,237
378,2747
1614,2025
1803,4035
1880,718
1036,625
776,1723
1067,2345
1257,1685
285,2998
663,541
1554,83
1026,3820
400,1279
1525,1928
892,2301
19,280
1478,938
1835,2966
1795,29
1823,1236
506,2573
1023,2510
1355,1246
119,1907
3,50
314,143
1213,119
841,276
765,1074
646,127
560,1913
434,900
1792,4473
1420,2942
85,115
419,1524
309,499
43,944
270,421
1249,967
1207,4305
1104,1521
196,981
1586,513
615,2149
368,2610
909,1162
1668,1370
822,665
556,445
1854,2458
285,1982
1633,273
836,3126
218,1346
1372,182
1439,231
858,3897
1115,582
1855,2490
972,4058
1335,293
1390,1504
1017,418
113,581
953,3385
842,885
959,329
1032,2106
434,544
710,648
1358,2398
988,2486
1567,2935
261,2875
174,2362
28,687
1358,534
44,583
146,2099
926,1247
1057,656
926,648
348,2447
717,650
119,1025
1543,1110
228,181
1282,51
229,51
1643,3889
1230,368
560,3789
1230,2962
303,1520
1125,650
381,385
1283,4353
63,1090
1504,293
511,613
1437,46
808,1093
1476,50
456,3554
676,1978
1233,217
735,1599
304,1141
1777,1980
301,510
118,366
787,1614
1087,3824
1663,152
1835,3108
1068,3627
1404,347
1430,330
1540,621
1149,399
1043,3285
1117,4299
1308,778
50,1037
1088,369
863,3387
1433,897
131,1984
140,192
4,122
1150,106
787,2127
173,1364
953,1255
308,438
887,3211
1794,1327
423,1194
1140,1829
959,275
648,375
430,117
227,314
92,1657
1882,189
673,592
392,1420
1844,2429
942,544
1588,381
1707,2767
115,313
19,487
408,622
1034,977
933,1045
1876,4388
1674,3995
260,1034
824,1524
515,3565
643,3013
1507,370
1670,112
258,660
636,3117
1436,2666
987,2157
279,1150
207,2463
722,2727
1348,240
1251,3121
417,82
58,934
1571,330
1401,1536
1882,165
1539,611
1159,2453
1305,2409
278,726
1624,334
247,2811
920,3276
409,211
1539,280
1692,3077
1054,3980
161,2270
709,221
1260,244
1198,2589
290,2645
1695,1237
643,337
1414,132
1524,330
946,531
207,111
1133,1520
1066,1436
894,63
25,633
1697,1307
1443,1842
625,2877
650,458
32,755
432,1292
1158,897
923,2629
1672,2109
1243,829
70,1357
144,976
1136,792
1290,559
474,872
345,3022
173,2341
492,3538
1821,1526
1196,829
1119,946
986,384
15,408
972,3860
240,2644
1051,967
1695,382
752,964
343,2710
1368,917
429,1883
742,528
88,546
1329,3616
864,1733
323,548
1832,1490
693,1542
116,903
1,58
863,865
1060,4064
1,48
659,1786
801,4153
1518,2476
1504,1222
115,1719
98,1708
1034,3761
378,3128
227,1523
122,146
198,186
363,2792
704,2822
1724,2735
890,4243
1378,723
283,731
524,3683
1317,991
883,345
1862,1867
713,127
1789,533
635,956
1809,1014
1110,299
1260,824
54,1024
1000,2122
337,39
457,618
776,1184
778,388
317,3101
1844,3115
1396,778
991,256
917,421
1814,930
1549,177
239,1440
485,1639
105,1187
213,336
1233,600
1713,1857
1674,2247
367,827
746,2559
1527,719
867,349
1510,4068
1301,574
1233,451
236,1922
158,389
178,440
1109,619
822,2480
1075,924
1678,2085
1461,745
98,1712
378,1521
1482,767
677,736
180,2384
1450,2644
159,116
1312,3495
1520,293
102,790
1190,2937
161,594
133,1165
1746,313
1655,998
750,211
1536,3732
771,109
1158,1183
900,2956
1157,3032
3,107
763,820
571,3239
880,3351
1507,3768
415,3441
1183,1402
1537,2055
1577,298
446,118
1159,349
1421,2232
1580,3061
1886,2633
743,1637
1180,176
1377,2588
365,1086
1106,917
713,205
1744,2048
140,173
136,538
895,627
435,2446
1378,2492
1409,1162
1141,1895
1785,901
369,1910
514,2452
1609,685
1046,967
1046,686
1060,81
1624,134
781,726
1049,102
1038,169
1123,849
974,633
435,1299
48,126
119,1686
719,1856
10,282
123,1190
570,115
1495,1694
833,1544
1654,2735
1692,1814
1781,246
1075,2754
1426,158
1280,998
320,1795
1422,3271
137,2043
917,2167
1866,203
104,839
1154,2225
53,1053
582,1641
1707,70
698,1574
1710,331
1717,4084
1565,1539
931,110
1324,1683
1865,221
1806,3238
760,2490
1636,499
684,2176
569,2999
80,1510
392,2447
121,1925
1349,2109
1790,929
182,1118
1611,3394
749,2035
1497,4478
1717,4181
1607,844
604,119
334,1220
716,967
1518,900
960,3430
340,490
1442,558
1876,2424
1701,3825
259,847
551,2024
28,683
1599,109
1330,324
1499,1608
439,3517
1577,2120
86,483
1286,948
381,917
431,327
1539,2823
530,1065
1831,586
799,87
998,23
1702,2261
1379,496
1877,3213
551,403
1246,2530
460,897
414,3384
1802,1264
96,907
1290,703
1865,3921
1352,4256
819,3952
906,967
1455,2378
407,3141
529,87
1692,1985
20,503
853,487
327,273
1708,1482
683,103
1326,1095
454,3547
1196,827
483,1063
1135,4295
1788,310
848,2026
1548,961
761,165
827,1692
526,1593
411,1851
347,2357
865,1962
1765,3300
797,541
1595,2331
858,3176
255,2694
756,675
552,343
562,573
136,1870
617,259
1542,2747
1821,1187
1780,557
808,445
1273,431
40,906
694,2175
334,3153
1485,4475
1107,3633
930,331
1576,262
1807,111
1892,2537
1670,4007
1205,2025
147,293
526,1603
1765,254
961,1015
1040,1374
178,2375
1816,605
851,2511
1213,2025
316,1359
591,169
1869,3571
932,389
476,750
87,1599
208,1948
471,1050
1393,4233
1500,243
1204,1252
1099,1072
1305,60
14,396
1400,2107
497,681
379,290
1400,1426
1811,2254
1344,126
496,2879
725,591
1584,169
764,822
1130,3052
543,2981
972,3443
1781,2368
1312,177
1377,3531
409,3416
1708,1157
1429,1815
380,316
828,794
1476,4437
1640,2238
783,1058
720,1336
1806,3236
1079,271
1859,181
1715,309
672,1524
1418,263
1696,314
1757,778
1867,445
1265,881
1505,175
676,179
1843,3302
1251,3122
215,1971
25,194
1125,4157
232,335
1048,605
285,12
980,308
977,1865
1226,608
1725,3601
1367,437
244,2788
1440,188
1115,165
728,2537
1862,1220
1600,647
1707,4113
124,1958
1094,967
1592,2694
307,2283
1471,45
231,2478
804,270
1226,754
740,169
1808,469
21,546
1785,3804
1088,50
1391,636
1086,2880
536,1057
256,2798
1159,2966
381,58
718,3129
1368,1916
1630,131
1795,1703
1481,208
1808,4120
815,334
1213,2832
1774,154
762,4092
1602,330
1202,2662
974,3552
535,3174
834,444
417,710
1263,1676
212,839
85,368
447,165
1851,613
63,502
162,263
173,641
163,913
933,105
1009,281
1019,189
1108,3009
1126,102
294,1896
851,87
689,320
1039,420
943,588
1416,174
937,1157
182,1918
556,3763
565,1804
1143,244
513,2542
1527,1316
1386,719
1494,316
992,900
880,161
152,434
787,1606
1082,3702
1013,782
1703,103
290,3012
1546,249
234,1435
155,1943
64,564
1741,1251
1168,927
105,94
816,1686
1552,546
1665,607
817,3495
1005,2148
1571,684
1311,719
632,493
1040,1552
1008,3450
1542,891
452,971
1646,217
494,2678
1539,2050
1850,2678
1079,378
156,731
356,3254
1052,1189
448,804
443,2040
1431,330
1571,1629
1117,4302
531,650
897,438
894,4246
164,1574
1404,827
5,155
747,3341
1408,1521
1892,528
1876,3682
487,2121
1793,1289
61,612
1609,138
1639,3872
1167,2595
1208,2206
806,102
1794,4488
219,182
1526,1922
1726,249
1312,182
901,3256
1729,1299
442,219
1747,416
285,298
733,4061
418,3451
612,1394
1815,1833
979,1093
1695,201
1029,333
1550,1903
359,2001
1093,622
1251,203
1736,2056
84,958
1632,4259
629,1521
1538,325
1499,2135
478,3592
305,1630
1307,207
91,1645
400,3393
975,727
1516,3993
101,1735
911,4267
512,621
229,246
1091,4342
507,1455
1000,4288
1606,2360
1829,25
783,1283
132,272
931,1490
1560,246
803,1996
1286,293
1712,476
294,1527
486,956
1072,531
1377,308
685,3529
527,3459
1397,267
1860,2222
869,3708
1885,2914
1223,876
1067,618
715,2353
514,712
1224,418
1671,2175
211,1482
951,250
1391,911
599,396
1666,545
903,325
51,1038
410,36
697,507
1135,4410
114,1870
1170,1575
1525,2424
1642,1348
1194,1427
934,510
276,1813
30,89
161,2272
1203,2577
1424,3600
1852,490
1416,977
1495,1814
100,784
1535,85
1077,3711
785,1090
1179,2667
1732,118
1349,4108
918,181
1276,1054
522,571
1285,2428
1540,1321
1264,3941
1797,1065
530,247
215,1472
1272,2447
1072,1521
817,1394
722,794
176,2375
287,564
1609,3341
862,394
594,2844
1266,2855
503,3014
686,2511
579,2031
1022,4339
1388,2887
623,926
1591,1997
1738,2721
485,3151
848,4194
1286,4137
983,361
493,1392
290,181
480,104
308,66
521,84
83,506
1061,681
1186,4431
136,1585
20,501
1828,42
1138,902
303,728
1589,276
703,455
1837,49
117,1898
246,208
732,3623
41,50
582,3220
969,149
670,1034
1015,165
1708,4078
1654,310
1736,749
285,3000
84,191
263,1454
1025,297
1869,1166
907,110
1652,1630
1729,762
1871,2289
937,261
685,183
1773,94
979,2925
744,1843
1254,51
270,996
1685,364
68,885
829,81
1749,2076
1161,192
495,2898
796,998
544,3735
530,1559
280,99
297,1779
1160,4018
944,1264
205,958
1369,55
1777,991
385,2658
1532,809
1406,543
78,1475
1228,115
1819,1938
1619,4486
146,164
727,673
854,6
969,1649
1835,454
1693,182
152,2160
932,3972
855,809
1337,1341
61,1185
430,3482
1245,1225
760,1068
23,278
251,203
961,439
351,3241
658,421
1075,686
479,3318
367,1930
985,704
1803,1853
1,53
1836,369
311,1779
1014,1742
44,187
1636,1394
1635,573
273,1609
1444,828
1017,284
935,324
1600,4030
875,757
1832,42
1025,926
219,2653
891,765
284,990
534,182
707,431
17,441
435,994
1458,221
873,1234
116,778
1346,169
1812,625
926,48
1519,1996
1134,438
791,650
1659,1379
47,985
1371,1978
822,299
994,3784
1282,976
8,224
1056,769
1300,724
1735,1301
1450,970
612,221
1249,2297
1540,630
764,394
321,546
105,1780
1698,205
160,393
1039,2109
1231,2534
1396,1723
8,237
1038,2547
1264,541
1028,3107
940,1227
1319,3176
939,1402
1618,704
596,233
1110,1723
1205,733
190,401
1049,859
1103,1617
190,2367
450,539
667,3974
540,3717
347,554
1084,550
802,2879
1835,1299
1326,1648
1441,932
1383,804
1125,46
278,2968
1134,217
1229,2741
510,299
940,467
647,68
935,87
148,104
1085,427
664,94
1170,2012
1478,2245
893,3847
984,2139
1603,382
871,784
141,1394
576,2247
772,2610
53,161
1814,1705
1852,3645
1207,1064
446,302
627,3017
609,647
1168,371
1472,745
1193,1867
397,2663
323,3113
1247,2266
727,219
1836,2462
257,1268
298,577
94,182
221,915
1873,98
748,2896
1521,1179
1416,405
1151,256
217,1050
1313,782
42,941
48,372
321,1170
815,493
559,3771
745,1214
347,3217
1564,1639
143,2083
650,39
1655,1572
1574,3728
477,2820
17,438
1665,2270
1853,12
1017,415
1860,198
914,1560
1500,1561
1645,202
660,1893
947,106
1725,250
257,2863
527,1840
727,1386
1463,46
1736,2570
1646,2605
1080,339
292,1794
1503,1814
1786,303
66,1283
1620,280
602,3872
211,91
1327,1465
729,2976
292,1789
608,3274
1320,87
460,1843
629,543
494,3456
1808,1283
933,168
1546,569
1592,1095
1745,1395
1557,3790
861,439
390,3362
1242,439
205,660
67,308
13,358
1481,299
1618,1057
1716,3798
1866,314
89,330
863,3057
1859,3600
1081,1339
1486,1681
672,1307
88,703
206,804
1073,3054
1311,478
489,683
188,2441
1478,253
1126,3595
1056,1295
1117,361
1051,2933
777,2239
1421,1308
864,1734
40,907
204,2584
589,421
1643,3689
1365,258
1767,105
543,115
1545,2358
253,971
1136,799
1399,2426
356,55
1134,3969
329,169
612,165
240,2770
1303,3498
889,181
1572,1463
1539,1788
771,3288
617,720
1681,608
129,967
1679,594
1619,2123
816,3343
117,168
1272,1560
463,2063
811,1316
543,3727
290,687
146,198
184,2402
590,263
594,2348
868,426
1392,1339
1839,427
1561,3203
975,1521
1629,657
692,2158
189,349
498,1582
432,2429
1251,1802
965,677
1201,2790
1089,1237
642,96
1375,618
291,1426
560,613
1123,438
1401,732
551,3646
891,249
872,770
371,328
1499,2116
1057,1118
1499,546
1790,548
1424,168
1108,338
1267,496
1247,1020
224,1491
1224,282
79,1493
1271,251
985,1323
200,2559
1028,1500
509,2402
667,1865
1758,87
1150,737
1640,269
490,347
1806,3320
39,879
947,3693
1535,1209
1213,2705
797,118
1883,4433
391,165
1323,2004
1601,1087
1638,625
954,331
712,798
1828,2884
175,1997
1264,453
326,3127
1276,587
349,314
1426,3008
435,1161
1471,3871
1821,330
1218,1215
526,2210
761,1393
307,1232
918,586
342,416
946,529
380,2669
763,4098
497,3638
650,2394
1389,1816
159,455
165,231
1880,2432
1003,2600
273,81
1017,3720
526,1594
38,859
1148,4339
1571,333
305,342
441,834
31,740
1291,1004
1769,971
394,686
210,2167
1764,1583
1182,211
908,3286
234,1259
1670,1609
789,934
4,131
205,1956
1694,475
55,285
729,253
1892,2809
622,1086
1754,600
1449,3002
238,2465
60,50
351,3240
583,601
134,325
1485,931
425,19
161,541
1702,3191
940,2813
1337,66
590,2050
1765,550
447,3295
274,886
1694,1664
691,2529
754,1466
1405,3590
542,1759
454,3161
433,3032
1329,129
905,1020
628,185
717,2823
1693,272
1839,4064
844,631
72,677
1106,42
1593,677
866,507
1763,221
1814,1169
959,2644
1801,3343
1715,1490
911,50
498,1554
1659,1118
1265,1521
1350,2116
1839,90
897,1310
1607,455
956,277
49,880
1537,3943
1071,2035
380,610
1567,2617
1568,1728
804,2196
356,360
1403,778
796,1420
1526,1994
1867,1100
650,461
1813,2670
1559,2158
1095,1394
955,732
193,2483
1114,791
1754,1034
1743,198
523,1138
1546,4373
789,3193
1072,614
1822,219
1000,628
808,310
448,2754
769,4110
1211,1283
1218,736
1537,4248
1019,2671
664,1940
1583,4077
487,600
1007,1698
1704,546
1697,2011
881,1580
1088,929
47,29
576,250
1231,35
574,2649
1043,431
67,899
163,88
1627,416
1415,996
693,4007
1508,3669
123,1538
288,484
1440,1023
1518,105
1070,1364
1361,371
1608,270
1358,1908
1333,741
52,337
1661,109
130,1980
262,1279
1420,2044
1796,330
252,893
1484,585
1070,1375
1284,910
67,762
943,369
454,934
563,905
309,680
529,1081
1729,330
35,823
378,2583
1069,3640
1159,2586
1679,893
559,3773
658,3953
906,3757
614,3895
1464,1612
205,2315
994,262
128,182
874,2154
361,2451
633,202
788,900
1748,1187
212,1005
1081,1937
1146,100
1855,1002
1773,3753
876,2301
933,668
1392,3164
742,3098
743,544
355,1335
843,439
1299,1227
597,1779
1812,1321
1887,192
1446,1629
1058,4193
1698,900
1512,249
627,219
1619,3501
848,42
1193,309
1723,2293
1880,119
501,1925
1182,1345
788,181
615,3152
309,1105
1312,2802
360,1620
1531,258
1860,1938
934,11
1610,431
289,510
1169,2965
332,588
1469,1186
1337,673
1674,459
1057,1131
1192,580
883,1954
367,1926
32,765
280,2000
335,780
664,2542
1111,3289
1487,3076
712,325
546,1913
842,4072
1202,2116
142,1630
1560,1112
873,2847
356,2479
245,2798
787,1609
425,1988
1477,187
9,254
663,2072
1517,1334
1249,1791
1184,995
666,165
724,2697
1138,1095
1165,3752
593,2617
916,774
1141,418
83,1019
1639,128
852,139
153,51
533,1888
588,1082
1099,2244
1722,2035
1694,1976
1539,278
1697,142
851,2035
1257,4091
698,522
1243,2378
1016,317
267,1523
710,646
1737,2463
480,313
1118,46
899,1545
1013,317
1147,138
395,342
8,220
96,1616
1737,2879
883,3017
355,605
1720,2250
1726,340
1017,1234
1455,309
1681,533
647,1337
984,2133
924,3196
306,1339
1490,1292
1393,1635
1159,1068
1478,382
551,2925
1074,4288
938,4134
1042,280
1720,807
785,675
1370,172
345,3204
407,1824
523,87
706,278
732,513
1661,2149
1208,2060
901,128
560,161
208,901
1653,674
969,202
257,222
1870,1118
1118,68
1379,493
495,444
1776,1727
121,94
1733,675
693,346
764,1060
81,844
199,902
1179,506
959,964
1852,674
273,745
1170,2539
1462,1217
1819,273
660,1454
1753,233
825,1876
1062,226
585,245
678,2168
1080,804
313,1232
825,1872
1550,1449
1739,2555
1388,3551
1460,2041
1172,133
1636,195
192,310
851,2042
1,66
354,840
855,304
720,1813
1047,2094
860,3237
1582,734
351,448
671,1487
1807,4407
663,662
845,126
1350,4041
798,334
1134,2279
3,81
204,2317
636,3168
637,168
1851,2545
1415,242
919,4276
1571,3010
355,313
838,1987
559,726
1366,2612
158,621
1633,168
823,538
1486,2166
378,2948
1098,581
490,266
1087,2259
1671,3233
1551,1498
1482,829
628,431
89,886
185,271
781,382
1813,906
574,960
13,362
141,66
1781,71
545,1467
550,2300
233,1695
1222,3500
871,293
1687,1651
1728,1817
1845,249
697,503
908,133
1503,1223
1066,2844
29,564
1060,535
424,695
250,1691
40,912
1593,684
1319,1646
124,1956
1075,1153
268,152
693,902
82,314
14,124
800,2939
685,1889
1342,1527
63,1232
1362,1175
249,303
1291,512
977,2431
798,2405
686,396
359,490
1751,3325
1143,619
1786,1907
1617,891
547,2934
1590,3814
1732,2322
74,1422
1226,1222
1749,254
341,244
194,2474
1155,3596
240,146
1426,3402
1495,2366
1259,2917
107,1797
188,2436
1137,102
194,18
123,612
922,1598
1328,828
780,3142
764,1058
706,282
218,189
1843,2264
953,62
34,513
1000,4340
407,510
880,1057
1528,931
233,508
1619,1238
1515,684
1380,1426
233,310
292,3026
1665,329
231,2598
1126,2086
983,455
1395,600
1489,1874
767,380
1623,1170
1692,2739
1615,1490
259,133
1728,939
1393,3801
374,2529
59,149
86,1573
1051,1593
658,2792
894,378
483,1281
206,990
351,2199
863,319
870,1237
1253,2999
720,2159
1393,3542
886,494
1104,642
1216,3768
1858,447
1033,444
1625,3323
130,656
720,2154
571,901
649,1632
300,427
941,1068
1660,389
1378,1487
849,779
843,625
234,2136
966,1106
1730,168
1168,1742
237,258
92,69
20,510
1464,766
47,724
1733,680
1394,4246
181,1978
583,1587
1133,1536
558,175
1458,325
1608,349
1670,253
300,2132
1769,168
680,2426
35,808
962,1564
991,1394
778,383
661,1608
878,695
1634,599
963,879
1786,110
612,582
979,948
1268,2851
452,1705
688,2927
955,1783
1578,2014
1176,2069
190,2002
1676,2029
1828,1737
1736,734
32,757
1442,2028
1634,3152
1416,971
1839,568
1743,1735
36,300
450,3235
1055,2959
1684,275
1668,272
863,859
665,1066
837,1186
438,1243
687,893
1764,205
424,2135
1477,342
1284,2576
1494,592
1173,3298
96,1685
1834,240
1446,3527
1004,325
765,2225
1185,125
789,253
943,2067
1039,989
74,1423
1059,317
414,126
1590,2368
350,2927
826,300
1768,2832
1049,4368
1338,791
138,1366
801,2596
1696,284
752,83
700,719
603,1446
746,913
1665,796
101,458
1478,1066
863,1862
461,3318
1180,493
1190,565
1806,1169
953,107
979,176
1330,105
350,1920
1593,490
73,1404
1028,4082
1307,1392
663,107
1082,1922
1576,378
1303,2704
1461,314
1043,930
1,39
1627,901
646,910
1147,372
945,4295
1378,371
397,1536
1619,783
1219,418
1064,1997
862,2576
668,617
1713,891
827,349
1633,188
641,3932
1001,1407
200,112
1109,2697
592,1778
864,482
665,439
1234,346
594,92
1578,308
279,1726
402,558
1881,173
1224,2741
834,704
833,2190
898,1139
1031,198
530,2268
817,731
1532,3441
501,1362
1023,313
235,844
659,1194
1604,4167
519,914
88,813
1167,1095
242,496
1407,458
1098,3385
1837,337
1330,1394
1779,1284
1194,1568
169,748
366,618
1112,991
1446,1041
150,817
751,344
371,1992
246,613
1842,1373
1436,474
1538,209
173,170
793,582
1562,1400
560,818
1383,4163
98,1714
194,2507
1824,1101
737,544
174,122
800,1805
1293,3238
973,1563
1773,1887
246,2535
1033,3317
1270,3501
196,580
942,631
1813,344
138,2051
555,746
1867,3535
1808,1207
1255,1393
767,385
1277,1450
883,72
1782,592
1083,334
1193,523
38,865
465,33
659,1883
564,1666
11,327
160,1281
1544,4473
716,2148
50,1025
876,102
448,2984
1045,4302
160,259
623,58
481,76
1769,2791
1095,330
