user,pred_no_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
397,[489 582 966 681 960 672 182 167 941 333],"[201, 965]",[],0,2,0.0,"[201, 965]",2,0.2,"[489, 582, 966, 681, 960, 672, 182, 167, 941, 333]",10,1.0,1.0,0.0
1828,[ 257  251   41 1064  731  370  718  266 2554  624],"[3973, 329, 251, 2704, 480, 744, 257]","[257, 251]",2,7,0.2,"[3973, 329, 2704, 480, 744]",5,0.5,"[41, 1064, 731, 370, 718, 266, 2554, 624]",8,0.8,0.7142857142857143,0.2857142857142857
1135,[2529  338  337  417  778  504  309 3296  784 1668],"[3393, 3237, 3260, 1938, 1796, 298, 1231, 2529]",[2529],1,8,0.1,"[3393, 3237, 3260, 1938, 1796, 298, 1231]",7,0.7,"[338, 337, 417, 778, 504, 309, 3296, 784, 1668]",9,0.9,0.875,0.125
330,[1086  970  827  610  673  292  335  329 1891  172],"[41, 284, 1340, 1677]",[],0,4,0.0,"[41, 284, 1340, 1677]",4,0.4,"[1086, 970, 827, 610, 673, 292, 335, 329, 1891, 172]",10,1.0,1.0,0.0
1769,[ 258  723  251 1426  384  239  339 1425  768  770],"[1160, 910, 1493, 379, 3497, 1426]",[1426],1,6,0.1,"[1160, 910, 1493, 379, 3497]",5,0.5,"[258, 723, 251, 384, 239, 339, 1425, 768, 770]",9,0.9,0.8333333333333334,0.16666666666666666
680,[ 858 1118    5 1014  335 2014  436   52 1117    1],"[857, 1921, 1014, 2055, 2771, 3993, 3992, 1356]",[1014],1,8,0.1,"[857, 1921, 2055, 2771, 3993, 3992, 1356]",7,0.7,"[858, 1118, 5, 335, 2014, 436, 52, 1117, 1]",9,0.9,0.875,0.125
1234,[1838  828 1839 3442 1816  939 1843 2521 1067  927],"[1816, 4302, 346, 3692, 2779, 828]","[1816, 828]",2,6,0.2,"[4302, 346, 3692, 2779]",4,0.4,"[1838, 1839, 3442, 939, 1843, 2521, 1067, 927]",8,0.8,0.6666666666666666,0.3333333333333333
1047,[ 884  599 1867  102  593  630  607  616  883  609],"[1114, 10, 1886, 508, 616, 102, 1333, 1221]","[616, 102]",2,8,0.2,"[1114, 10, 1886, 508, 1333, 1221]",6,0.6,"[884, 599, 1867, 593, 630, 607, 883, 609]",8,0.8,0.75,0.25
1192,[ 298 1873  338  778  307 1823 1221  316 1814  325],"[307, 303, 300, 2378, 630, 536, 208]",[307],1,7,0.1,"[303, 300, 2378, 630, 536, 208]",6,0.6,"[298, 1873, 338, 778, 1823, 1221, 316, 1814, 325]",9,0.9,0.8571428571428571,0.14285714285714285
1165,[ 430  916 1956  180  132  281   38  723 1056  329],"[39, 2297, 1117, 695, 3272, 1247]",[],0,6,0.0,"[39, 2297, 1117, 695, 3272, 1247]",6,0.6,"[430, 916, 1956, 180, 132, 281, 38, 723, 1056, 329]",10,1.0,1.0,0.0
284,[ 701  703  695   90  898  245  718 1169   46  673],"[2998, 90, 2024, 906, 703, 106, 1559, 901, 2853]","[90, 703]",2,9,0.2,"[2998, 2024, 906, 106, 1559, 901, 2853]",7,0.7,"[701, 695, 898, 245, 718, 1169, 46, 673]",8,0.8,0.7777777777777778,0.2222222222222222
1304,[1522  930  257  598 1023 1143  444  453  433  452],"[2478, 3813, 1182, 4022]",[],0,4,0.0,"[2478, 3813, 1182, 4022]",4,0.4,"[1522, 930, 257, 598, 1023, 1143, 444, 453, 433, 452]",10,1.0,1.0,0.0
1574,[125  90 649 370 537 758 710 906  49 381],"[580, 906, 41]",[906],1,3,0.1,"[580, 41]",2,0.2,"[125, 90, 649, 370, 537, 758, 710, 49, 381]",9,0.9,0.6666666666666666,0.3333333333333333
1680,[ 596  591 1812 1519  893  592  515  444 1523  594],"[1331, 893, 1004, 444, 596, 592, 1003, 1519]","[1519, 592, 596, 444, 893]",5,8,0.5,"[1331, 1004, 1003]",3,0.3,"[591, 1812, 515, 1523, 594]",5,0.5,0.375,0.625
10,[1221  323  298  337  285  778 2012  753  338  777],"[316, 298, 234, 323]","[298, 323]",2,4,0.2,"[316, 234]",2,0.2,"[1221, 337, 285, 778, 2012, 753, 338, 777]",8,0.8,0.5,0.5
1449,[ 333 3646 2644 1425  218  274  962  336  104  676],"[676, 333, 2693, 4004, 281]","[676, 333]",2,5,0.2,"[2693, 4004, 281]",3,0.3,"[3646, 2644, 1425, 218, 274, 962, 336, 104]",8,0.8,0.6,0.4
244,[ 523  482  516 1906 1233  509  475 1220 2396 1572],"[1228, 1462, 1030, 230, 1036, 1220, 2060, 344, 505, 793]",[1220],1,10,0.1,"[1228, 1462, 1030, 230, 1036, 2060, 344, 505, 793]",9,0.9,"[523, 482, 516, 1906, 1233, 509, 475, 2396, 1572]",9,0.9,0.9,0.1
1629,[823 118 430 384 545 110 933 393 989 116],"[3202, 544, 2903, 620, 3814, 116, 122, 132]",[116],1,8,0.1,"[3202, 544, 2903, 620, 3814, 122, 132]",7,0.7,"[823, 118, 430, 384, 545, 110, 933, 393, 989]",9,0.9,0.875,0.125
264,[  45   39   38   41 2175 2443 1208 1140  460 4381],"[2899, 39, 1974, 2347, 2900, 2393, 1955, 655, 2558, 55]",[39],1,10,0.1,"[2899, 1974, 2347, 2900, 2393, 1955, 655, 2558, 55]",9,0.9,"[45, 38, 41, 2175, 2443, 1208, 1140, 460, 4381]",9,0.9,0.9,0.1
1016,[1220  420 1821 1685 1462 1823 1693  422 1089 2720],"[1821, 1475, 674, 677, 3397, 1220, 719]","[1220, 1821]",2,7,0.2,"[1475, 674, 677, 3397, 719]",5,0.5,"[420, 1685, 1462, 1823, 1693, 422, 1089, 2720]",8,0.8,0.7142857142857143,0.2857142857142857
873,[ 890 1523  444  611 1519  596  892 2152 1782  610],"[931, 17, 10, 2536, 2826, 2605, 2889, 1885, 3474]",[],0,9,0.0,"[931, 17, 10, 2536, 2826, 2605, 2889, 1885, 3474]",9,0.9,"[890, 1523, 444, 611, 1519, 596, 892, 2152, 1782, 610]",10,1.0,1.0,0.0
802,[ 343  695  925  723  761  334 3020  118  339 1983],"[2277, 2403, 922, 723, 343, 1983]","[1983, 723, 343]",3,6,0.3,"[2277, 2403, 922]",3,0.3,"[695, 925, 761, 334, 3020, 118, 339]",7,0.7,0.5,0.5
750,[ 249 1489  345  257 1385   65 2108   90 1628  683],"[3918, 181, 685, 1628, 1921, 2238, 2698]",[1628],1,7,0.1,"[3918, 181, 685, 1921, 2238, 2698]",6,0.6,"[249, 1489, 345, 257, 1385, 65, 2108, 90, 683]",9,0.9,0.8571428571428571,0.14285714285714285
1433,[ 744 1169  618   50  989  937  545  118  695  443],"[4468, 1560, 913, 623, 39, 2385, 1915]",[],0,7,0.0,"[4468, 1560, 913, 623, 39, 2385, 1915]",7,0.7,"[744, 1169, 618, 50, 989, 937, 545, 118, 695, 443]",10,1.0,1.0,0.0
39,[  50  758   90  415  827  345   49  624   82 1645],"[114, 908, 285, 98]",[],0,4,0.0,"[114, 908, 285, 98]",4,0.4,"[50, 758, 90, 415, 827, 345, 49, 624, 82, 1645]",10,1.0,1.0,0.0
1792,[ 161 1068 1061 1297 2081 1855 1859  385 1853 1066],"[3353, 1066, 1855, 2264, 1297, 1301, 1285, 2081, 3425]","[1297, 1066, 2081, 1855]",4,9,0.4,"[3353, 2264, 1301, 1285, 3425]",5,0.5,"[161, 1068, 1061, 1859, 385, 1853]",6,0.6,0.5555555555555556,0.4444444444444444
409,[ 855 2774  698    6   20    7  852 3319  850  645],"[9, 2917, 2770, 3422, 16, 6, 642, 2775, 2772]",[6],1,9,0.1,"[9, 2917, 2770, 3422, 16, 642, 2775, 2772]",8,0.8,"[855, 2774, 698, 20, 7, 852, 3319, 850, 645]",9,0.9,0.8888888888888888,0.1111111111111111
1297,[ 181  279  587  180  676  176  174  486  335 1393],"[1550, 827]",[],0,2,0.0,"[1550, 827]",2,0.2,"[181, 279, 587, 180, 676, 176, 174, 486, 335, 1393]",10,1.0,1.0,0.0
300,[532 309 614 511 324 312 298 444 297 316],"[1520, 2190, 3058, 614, 3053, 444, 1265, 734, 324, 843]","[444, 614, 324]",3,10,0.3,"[1520, 2190, 3058, 3053, 1265, 734, 843]",7,0.7,"[532, 309, 511, 312, 298, 297, 316]",7,0.7,0.7,0.3
1350,[ 343   50 1924 2361  975  337  104 2242  624  631],"[1924, 1373, 3464, 3805, 108, 736]",[1924],1,6,0.1,"[1373, 3464, 3805, 108, 736]",5,0.5,"[343, 50, 2361, 975, 337, 104, 2242, 624, 631]",9,0.9,0.8333333333333334,0.16666666666666666
1626,[1231  905  338  126 2592  823 2504  417 2237  119],"[2444, 3342, 1231, 3295, 2144, 2089, 2976]",[1231],1,7,0.1,"[2444, 3342, 3295, 2144, 2089, 2976]",6,0.6,"[905, 338, 126, 2592, 823, 2504, 417, 2237, 119]",9,0.9,0.8571428571428571,0.14285714285714285
1861,[ 492  962  673 1221 1393  228  274  298 1396  219],"[334, 3026, 209, 414]",[],0,4,0.0,"[334, 3026, 209, 414]",4,0.4,"[492, 962, 673, 1221, 1393, 228, 274, 298, 1396, 219]",10,1.0,1.0,0.0
1041,[ 282  582  181  961 2066  486  185  334 1629  495],"[4183, 4363]",[],0,2,0.0,"[4183, 4363]",2,0.2,"[282, 582, 181, 961, 2066, 486, 185, 334, 1629, 495]",10,1.0,1.0,0.0
961,[ 258 1131 2253 1284  239 1492 3284 2034 1556  132],"[1284, 4310, 1302, 258, 2110, 3190, 1492, 2260]","[258, 1492, 1284]",3,8,0.3,"[4310, 1302, 2110, 3190, 2260]",5,0.5,"[1131, 2253, 239, 3284, 2034, 1556, 132]",7,0.7,0.625,0.375
406,[ 475  512  783  482 1466  789  522 1019  620 2871],"[316, 1019, 1220, 3293, 1995, 1905, 482, 783, 475]","[482, 1019, 475, 783]",4,9,0.4,"[316, 1220, 3293, 1995, 1905]",5,0.5,"[512, 1466, 789, 522, 620, 2871]",6,0.6,0.5555555555555556,0.4444444444444444
1181,[ 151  190 1048  164  176  673  336   65 1341 1049],"[1048, 1888]",[1048],1,2,0.1,[1888],1,0.1,"[151, 190, 164, 176, 673, 336, 65, 1341, 1049]",9,0.9,0.5,0.5
1811,[ 438  118  431  758  309  392 2023  242 1306  827],"[1419, 116, 1153, 2095, 3836, 1679, 1796]",[],0,7,0.0,"[1419, 116, 1153, 2095, 3836, 1679, 1796]",7,0.7,"[438, 118, 431, 758, 309, 392, 2023, 242, 1306, 827]",10,1.0,1.0,0.0
1077,[ 707  989 2033 1169 1214   90 1426  806 3651  119],"[4255, 3430, 1350, 618, 703, 1426, 4345, 1298, 544, 806, 3285]","[1426, 806]",2,11,0.2,"[4255, 3430, 1350, 618, 703, 4345, 1298, 544, 3285]",9,0.9,"[707, 989, 2033, 1169, 1214, 90, 3651, 119]",8,0.8,0.8181818181818182,0.18181818181818182
149,[ 558 1014  553  799  540 2577 2736 1520 1607  374],"[1240, 2125, 558, 2133, 1014]","[558, 1014]",2,5,0.2,"[1240, 2125, 2133]",3,0.3,"[553, 799, 540, 2577, 2736, 1520, 1607, 374]",8,0.8,0.6,0.4
1485,[  65 1053   41  255 1385  575  937  190  329 1322],"[59, 65, 994, 1645, 969, 2522, 575]","[65, 575]",2,7,0.2,"[59, 994, 1645, 969, 2522]",5,0.5,"[1053, 41, 255, 1385, 937, 190, 329, 1322]",8,0.8,0.7142857142857143,0.2857142857142857
1375,[292 191 489 685 681 673 333 955 962 284],"[681, 2349, 955, 1091, 2740]","[681, 955]",2,5,0.2,"[2349, 1091, 2740]",3,0.3,"[292, 191, 489, 685, 673, 333, 962, 284]",8,0.8,0.6,0.4
566,[1385 1628 1995  109  181  249  258  117  175  197],"[2823, 1690, 109, 1425, 758]",[109],1,5,0.1,"[2823, 1690, 1425, 758]",4,0.4,"[1385, 1628, 1995, 181, 249, 258, 117, 175, 197]",9,0.9,0.8,0.2
1244,[121 591 102 369 440 540 793 726 435 733],"[1833, 3783, 84, 532, 2430, 1333, 1661, 506, 4003, 793]",[793],1,10,0.1,"[1833, 3783, 84, 532, 2430, 1333, 1661, 506, 4003]",9,0.9,"[121, 591, 102, 369, 440, 540, 726, 435, 733]",9,0.9,0.9,0.1
1042,[1567  388 2428 2253  723  453  126  543  823  381],"[1497, 3487, 381, 348, 2251, 1140, 2428, 3202, 1283]","[2428, 381]",2,9,0.2,"[1497, 3487, 348, 2251, 1140, 3202, 1283]",7,0.7,"[1567, 388, 2253, 723, 453, 126, 543, 823]",8,0.8,0.7777777777777778,0.2222222222222222
63,[ 646   66  106  101  647 1862  560 1255 1347 1117],"[557, 1178, 66, 1245, 1255, 1249, 1250, 1254, 646, 1209]","[66, 646, 1255]",3,10,0.3,"[557, 1178, 1245, 1249, 1250, 1254, 1209]",7,0.7,"[106, 101, 647, 1862, 560, 1347, 1117]",7,0.7,0.7,0.3
162,[ 440  784  916  761  823  995 1995 3530  437  348],"[2282, 2279, 1801, 926, 329, 475, 925, 2283, 915, 659]",[],0,10,0.0,"[2282, 2279, 1801, 926, 329, 475, 925, 2283, 915, 659]",10,1.0,"[440, 784, 916, 761, 823, 995, 1995, 3530, 437, 348]",10,1.0,1.0,0.0
490,[ 784  795  482 1221 1466  780  781  522  208  797],"[3623, 780, 779, 298, 902, 791, 1221, 630, 777, 2121]","[780, 1221]",2,10,0.2,"[3623, 779, 298, 902, 791, 630, 777, 2121]",8,0.8,"[784, 795, 482, 1466, 781, 522, 208, 797]",8,0.8,0.8,0.2
942,[1385  149 1469  188  296  279  676  167  581  168],"[2058, 2165, 1385]",[1385],1,3,0.1,"[2058, 2165]",2,0.2,"[149, 1469, 188, 296, 279, 676, 167, 581, 168]",9,0.9,0.6666666666666666,0.3333333333333333
428,[1182  452  530 1519 1520  532  896  312 1187  592],"[1182, 1187, 1520, 2156, 1718, 837, 2468, 1877, 3477, 1776, 17, 1518, 1189, 1445, 1428]","[1520, 1187, 1182]",3,15,0.3,"[2156, 1718, 837, 2468, 1877, 3477, 1776, 17, 1518, 1189, 1445, 1428]",12,1.2,"[452, 530, 1519, 532, 896, 312, 592]",7,0.7,0.8,0.2
1458,[ 549  543 1634  348 1067  931 4184 1481 1190  929],"[549, 2243, 105, 1864, 570, 2619]",[549],1,6,0.1,"[2243, 105, 1864, 570, 2619]",5,0.5,"[543, 1634, 348, 1067, 931, 4184, 1481, 1190, 929]",9,0.9,0.8333333333333334,0.16666666666666666
581,[ 252 1636 2356  384  430 2034 1558 1290  989 1298],"[460, 912, 1298, 239, 1290]","[1298, 1290]",2,5,0.2,"[460, 912, 239]",3,0.3,"[252, 1636, 2356, 384, 430, 2034, 1558, 989]",8,0.8,0.6,0.4
540,[ 420  677  284  784  682  685  955  961 2529  778],"[1228, 284, 167, 3719, 1694, 337, 962, 682, 416, 283, 512, 274, 3151]","[682, 284]",2,13,0.2,"[1228, 167, 3719, 1694, 337, 962, 416, 283, 512, 274, 3151]",11,1.1,"[420, 677, 784, 685, 955, 961, 2529, 778]",8,0.8,0.8461538461538461,0.15384615384615385
1073,[2475 1125 3679 3511 2712 3845 2711 1934 2342 1896],"[2712, 318, 3720, 3845, 2471, 2475, 3911, 3950, 1716]","[2712, 2475, 3845]",3,9,0.3,"[318, 3720, 2471, 3911, 3950, 1716]",6,0.6,"[1125, 3679, 3511, 2711, 1934, 2342, 1896]",7,0.7,0.6666666666666666,0.3333333333333333
574,[ 467 1436 1906  470  302 2946 2331  933 2624 1284],"[2780, 2783, 3126, 2659]",[],0,4,0.0,"[2780, 2783, 3126, 2659]",4,0.4,"[467, 1436, 1906, 470, 302, 2946, 2331, 933, 2624, 1284]",10,1.0,1.0,0.0
1488,[ 104  337  778  298  676  292  230 1086 1220  422],"[681, 482, 673, 298, 103]",[298],1,5,0.1,"[681, 482, 673, 103]",4,0.4,"[104, 337, 778, 676, 292, 230, 1086, 1220, 422]",9,0.9,0.8,0.2
1157,[ 930 1520  439 1523 1519 1599  892  611 1779  973],"[3741, 105, 433, 2581, 1523, 1832]",[1523],1,6,0.1,"[3741, 105, 433, 2581, 1832]",5,0.5,"[930, 1520, 439, 1519, 1599, 892, 611, 1779, 973]",9,0.9,0.8333333333333334,0.16666666666666666
6,[ 151  279 1156  582  201  966  581  185  583  572],"[151, 201, 198, 184]","[201, 151]",2,4,0.2,"[198, 184]",2,0.2,"[279, 1156, 582, 966, 581, 185, 583, 572]",8,0.8,0.5,0.5
81,[ 540  564 1520  734  542 1537  620  823  630 2136],"[1538, 1534, 96, 1537, 540, 319, 537, 1536]","[1537, 540]",2,8,0.2,"[1538, 1534, 96, 319, 537, 1536]",6,0.6,"[564, 1520, 734, 542, 620, 823, 630, 2136]",8,0.8,0.75,0.25
265,[1236  102   80 1221 1067  307  348 2677  532  591],"[1433, 319, 1668, 513, 2903, 1676, 2906]",[],0,7,0.0,"[1433, 319, 1668, 513, 2903, 1676, 2906]",7,0.7,"[1236, 102, 80, 1221, 1067, 307, 348, 2677, 532, 591]",10,1.0,1.0,0.0
1273,[ 624  438  997 1065 1001  618 2445  118  710 1634],"[1690, 549, 992, 98, 710, 825]",[710],1,6,0.1,"[1690, 549, 992, 98, 825]",5,0.5,"[624, 438, 997, 1065, 1001, 618, 2445, 118, 1634]",9,0.9,0.8333333333333334,0.16666666666666666
1599,[ 659 1221 2372  560  103   54  695 1117 2374  705],"[696, 923, 1265, 659, 1182, 560, 1273, 2372]","[560, 659, 2372]",3,8,0.3,"[696, 923, 1265, 1182, 1273]",5,0.5,"[1221, 103, 54, 695, 1117, 2374, 705]",7,0.7,0.625,0.375
1684,[1816  348  350  439 1130  130  105 1067 3363  467],"[2891, 1839, 973, 3458, 454, 346]",[],0,6,0.0,"[2891, 1839, 973, 3458, 454, 346]",6,0.6,"[1816, 348, 350, 439, 1130, 130, 105, 1067, 3363, 467]",10,1.0,1.0,0.0
266,[ 532  444  923  545 1520  598  530  896 1526 1781],"[849, 2313, 2909, 436, 899, 598]",[598],1,6,0.1,"[849, 2313, 2909, 436, 899]",5,0.5,"[532, 444, 923, 545, 1520, 530, 896, 1526, 1781]",9,0.9,0.8333333333333334,0.16666666666666666
451,[1489  997  929 1410 1481  453  823  109  828  249],"[1684, 1983, 1155, 381]",[],0,4,0.0,"[1684, 1983, 1155, 381]",4,0.4,"[1489, 997, 929, 1410, 1481, 453, 823, 109, 828, 249]",10,1.0,1.0,0.0
1183,[1143  910  899 2669   98  576 1995 1152  125  388],"[544, 109, 1143, 1489, 440]",[1143],1,5,0.1,"[544, 109, 1489, 440]",4,0.4,"[910, 899, 2669, 98, 576, 1995, 1152, 125, 388]",9,0.9,0.8,0.2
1094,[334 210 345 495  65 676 184 959 228 168],"[334, 1392, 1425, 228, 1390, 345, 210]","[345, 210, 228, 334]",4,7,0.4,"[1392, 1425, 1390]",3,0.3,"[495, 65, 676, 184, 959, 168]",6,0.6,0.42857142857142855,0.5714285714285714
1007,[ 813 1299 3190 1735  468 1430  744 3390 1727 3192],"[2958, 1302, 1727, 4346, 3333]",[1727],1,5,0.1,"[2958, 1302, 4346, 3333]",4,0.4,"[813, 1299, 3190, 1735, 468, 1430, 744, 3390, 3192]",9,0.9,0.8,0.2
689,[ 890 1779  896 1760  515  612  603  452  593  444],"[877, 890, 3065, 613, 1599, 2152, 1760, 843, 608]","[1760, 890]",2,9,0.2,"[877, 3065, 613, 1599, 2152, 843, 608]",7,0.7,"[1779, 896, 515, 612, 603, 452, 593, 444]",8,0.8,0.7777777777777778,0.2222222222222222
623,[1382  271  290 2093  498  683 3076 2765  942  182],"[222, 1888, 1382, 3148, 271]","[1382, 271]",2,5,0.2,"[222, 1888, 3148]",3,0.3,"[290, 2093, 498, 683, 3076, 2765, 942, 182]",8,0.8,0.6,0.4
1064,[  86  435  928 1481 1522  736  906  828  899  415],"[415, 3378, 1117, 58, 1001]",[415],1,5,0.1,"[3378, 1117, 58, 1001]",4,0.4,"[86, 435, 928, 1481, 1522, 736, 906, 828, 899]",9,0.9,0.8,0.2
1072,[ 309  504  338 1543  525  507  534  307 1372  753],"[2720, 312, 1543, 753, 504, 525, 926, 309, 530]","[1543, 525, 753, 309, 504]",5,9,0.5,"[2720, 312, 926, 530]",4,0.4,"[338, 507, 534, 307, 1372]",5,0.5,0.4444444444444444,0.5555555555555556
218,[ 587  162  281 1275  168  176  149 3104 1277  135],"[2647, 167, 135, 1627, 142, 2653]",[135],1,6,0.1,"[2647, 167, 1627, 142, 2653]",5,0.5,"[587, 162, 281, 1275, 168, 176, 149, 3104, 1277]",9,0.9,0.8333333333333334,0.16666666666666666
482,[1426 1290 1567 1065  258  252  768 1704 1284 1281],"[910, 258, 3604, 3601, 723]",[258],1,5,0.1,"[910, 3604, 3601, 723]",4,0.4,"[1426, 1290, 1567, 1065, 252, 768, 1704, 1284, 1281]",9,0.9,0.8,0.2
1102,[ 669  645  106  646  649 1252   64  641  663   67],"[1863, 659, 3890, 1655, 3403, 58, 652, 67, 929, 557, 2337, 641]","[641, 67]",2,12,0.2,"[1863, 659, 3890, 1655, 3403, 58, 652, 929, 557, 2337]",10,1.0,"[669, 645, 106, 646, 649, 1252, 64, 663]",8,0.8,0.8333333333333334,0.16666666666666666
352,[ 419  335 1048  176   65  329  334  570  681  164],"[587, 1392, 335, 1628, 1449, 2990, 65, 1684]","[65, 335]",2,8,0.2,"[587, 1392, 1628, 1449, 2990, 1684]",6,0.6,"[419, 1048, 176, 329, 334, 570, 681, 164]",8,0.8,0.75,0.25
1691,[ 292  685  284  679  961  402  683 3131  495  421],"[1823, 1104, 2876, 3556, 3609, 284, 791, 292]","[284, 292]",2,8,0.2,"[1823, 1104, 2876, 3556, 3609, 791]",6,0.6,"[685, 679, 961, 402, 683, 3131, 495, 421]",8,0.8,0.75,0.25
1646,[ 436 1221  420  899 1336 1961  208 2753 2578  337],"[4486, 204, 683, 1934, 1153, 208]",[208],1,6,0.1,"[4486, 204, 683, 1934, 1153]",5,0.5,"[436, 1221, 420, 899, 1336, 1961, 2753, 2578, 337]",9,0.9,0.8333333333333334,0.16666666666666666
1399,[1320  624  348  248  543  346 1156  910  453  995],"[348, 339, 384, 635, 2831, 1802]",[348],1,6,0.1,"[339, 384, 635, 2831, 1802]",5,0.5,"[1320, 624, 248, 543, 346, 1156, 910, 453, 995]",9,0.9,0.8333333333333334,0.16666666666666666
748,[ 334  636  703  910 2302  695 1565  440  335  245],"[2790, 3169, 3317]",[],0,3,0.0,"[2790, 3169, 3317]",3,0.3,"[334, 636, 703, 910, 2302, 695, 1565, 440, 335, 245]",10,1.0,1.0,0.0
658,[ 744  540  102   80  315   96 2109  446   97  734],"[313, 3953, 843, 752, 2109, 530, 315]","[315, 2109]",2,7,0.2,"[313, 3953, 843, 752, 530]",5,0.5,"[744, 540, 102, 80, 96, 446, 97, 734]",8,0.8,0.7142857142857143,0.2857142857142857
1609,[ 460  758   90  761   41 1634  723  386  381   53],"[1000, 2072, 91, 57, 132, 1061, 1425]",[],0,7,0.0,"[1000, 2072, 91, 57, 132, 1061, 1425]",7,0.7,"[460, 758, 90, 761, 41, 1634, 723, 386, 381, 53]",10,1.0,1.0,0.0
23,[ 876  884  890  532 1779  444  892 1520 3250  433],"[609, 615, 614, 605, 598]",[],0,5,0.0,"[609, 615, 614, 605, 598]",5,0.5,"[876, 884, 890, 532, 1779, 444, 892, 1520, 3250, 433]",10,1.0,1.0,0.0
427,[  87   41   90 1109  334  437  711  118  335  338],"[319, 313, 48, 324, 251, 323]",[],0,6,0.0,"[319, 313, 48, 324, 251, 323]",6,0.6,"[87, 41, 90, 1109, 334, 437, 711, 118, 335, 338]",10,1.0,1.0,0.0
372,[582 955 181 672 495 960 959 186 185 274],"[232, 1100, 292, 279, 185, 3312, 1049, 589]",[185],1,8,0.1,"[232, 1100, 292, 279, 3312, 1049, 589]",7,0.7,"[582, 955, 181, 672, 495, 960, 959, 186, 274]",9,0.9,0.875,0.125
907,[ 395   88 1426  460  381 1065 2427  823  239 1643],"[49, 371, 1292, 1683, 4184, 2365, 626, 702]",[],0,8,0.0,"[49, 371, 1292, 1683, 4184, 2365, 626, 702]",8,0.8,"[395, 88, 1426, 460, 381, 1065, 2427, 823, 239, 1643]",10,1.0,1.0,0.0
524,[ 587 2058 1046  293  143 2172  183 3228  152 1056],"[149, 183, 175]",[183],1,3,0.1,"[149, 175]",2,0.2,"[587, 2058, 1046, 293, 143, 2172, 3228, 152, 1056]",9,0.9,0.6666666666666666,0.3333333333333333
1251,[1288  385 1283 3159 1056  157 2081 1051 1060  330],"[3108, 1056, 1283, 344, 1059, 4128]","[1056, 1283]",2,6,0.2,"[3108, 344, 1059, 4128]",4,0.4,"[1288, 385, 3159, 157, 2081, 1051, 1060, 330]",8,0.8,0.6666666666666666,0.3333333333333333
1823,[ 495  333  962  402  498  283 2108  328  672  676],"[1040, 1090, 495, 190]",[495],1,4,0.1,"[1040, 1090, 190]",3,0.3,"[333, 962, 402, 498, 283, 2108, 328, 672, 676]",9,0.9,0.75,0.25
1081,[1628  617  579  336  329  334 1956  901  937   90],"[1414, 4276, 1432, 1628]",[1628],1,4,0.1,"[1414, 4276, 1432]",3,0.3,"[617, 579, 336, 329, 334, 1956, 901, 937, 90]",9,0.9,0.75,0.25
1369,[ 681  168 1449  182  271  402 1684  281 1629 1646],"[1865, 581, 589]",[],0,3,0.0,"[1865, 581, 589]",3,0.3,"[681, 168, 1449, 182, 271, 402, 1684, 281, 1629, 1646]",10,1.0,1.0,0.0
168,[ 540  530  207   80  892  613  609 1545  312  890],"[938, 1010, 1324, 2141, 1326, 216, 609, 1816, 517, 527, 2135]",[609],1,11,0.1,"[938, 1010, 1324, 2141, 1326, 216, 1816, 517, 527, 2135]",10,1.0,"[540, 530, 207, 80, 892, 613, 1545, 312, 890]",9,0.9,0.9090909090909091,0.09090909090909091
384,[1069 1479  153 1858 1472 1473  919 3706 1845  962],"[1479, 1852, 301, 1474, 1069, 1473, 1478, 153]","[1473, 153, 1069, 1479]",4,8,0.4,"[1852, 301, 1474, 1478]",4,0.4,"[1858, 1472, 919, 3706, 1845, 962]",6,0.6,0.5,0.5
75,[ 587  582  181  151  188  966  295  681  190 1976],"[171, 582, 955, 570, 415, 1454, 178, 1449, 485, 495]",[582],1,10,0.1,"[171, 955, 570, 415, 1454, 178, 1449, 485, 495]",9,0.9,"[587, 181, 151, 188, 966, 295, 681, 190, 1976]",9,0.9,0.9,0.1
812,[2135 2033 2079 1843  828 2141  635 1193 2632 2317],"[1186, 1240, 2488, 989, 538, 4163]",[],0,6,0.0,"[1186, 1240, 2488, 989, 538, 4163]",6,0.6,"[2135, 2033, 2079, 1843, 828, 2141, 635, 1193, 2632, 2317]",10,1.0,1.0,0.0
1497,[ 402 1385  287  400  151   50  279 1628  570 2689],"[245, 1555, 487, 403, 3415]",[],0,5,0.0,"[245, 1555, 487, 403, 3415]",5,0.5,"[402, 1385, 287, 400, 151, 50, 279, 1628, 570, 2689]",10,1.0,1.0,0.0
916,[ 230 1449  899  197  955 1684  274 1888  685  827],"[1888, 955, 685, 2283, 4183, 2342]","[1888, 955, 685]",3,6,0.3,"[2283, 4183, 2342]",3,0.3,"[230, 1449, 899, 197, 1684, 274, 827]",7,0.7,0.5,0.5
510,[1536  591  890  744  515  312  532 1324  747  207],"[2034, 1070, 1672, 890, 744, 1603, 2675]","[744, 890]",2,7,0.2,"[2034, 1070, 1672, 1603, 2675]",5,0.5,"[1536, 591, 515, 312, 532, 1324, 747, 207]",8,0.8,0.7142857142857143,0.2857142857142857
