user,pred_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
748,[2426 3864 3399 2779 3641 2449 1018 2290  205 2997],"[2790, 3169, 3317]",[],0,3,0.0,"[2790, 3169, 3317]",3,0.3,"[2426, 3864, 3399, 2779, 3641, 2449, 1018, 2290, 205, 2997]",10,1.0,1.0,0.0
658,[3172 2422 2277 1071 1083 2344  967 4271 3003 1139],"[313, 3953, 843, 752, 2109, 530, 315]",[],0,7,0.0,"[313, 3953, 843, 752, 2109, 530, 315]",7,0.7,"[3172, 2422, 2277, 1071, 1083, 2344, 967, 4271, 3003, 1139]",10,1.0,1.0,0.0
1609,[2927 2035 2925 3801 3592 1262  420 2355  632 4438],"[1000, 2072, 91, 57, 132, 1061, 1425]",[],0,7,0.0,"[1000, 2072, 91, 57, 132, 1061, 1425]",7,0.7,"[2927, 2035, 2925, 3801, 3592, 1262, 420, 2355, 632, 4438]",10,1.0,1.0,0.0
23,[ 463  274  273 4348 3850 2431 1407 4187 3925   57],"[609, 615, 614, 605, 598]",[],0,5,0.0,"[609, 615, 614, 605, 598]",5,0.5,"[463, 274, 273, 4348, 3850, 2431, 1407, 4187, 3925, 57]",10,1.0,1.0,0.0
427,[3726  931  134 3253 2409 1502 2596  732 1430 1152],"[319, 313, 48, 324, 251, 323]",[],0,6,0.0,"[319, 313, 48, 324, 251, 323]",6,0.6,"[3726, 931, 134, 3253, 2409, 1502, 2596, 732, 1430, 1152]",10,1.0,1.0,0.0
372,[4306  666 3261 2835 3089 2151  551 2637 2855 2383],"[232, 1100, 292, 279, 185, 3312, 1049, 589]",[],0,8,0.0,"[232, 1100, 292, 279, 185, 3312, 1049, 589]",8,0.8,"[4306, 666, 3261, 2835, 3089, 2151, 551, 2637, 2855, 2383]",10,1.0,1.0,0.0
907,[4068 2823 1411 3554   24  911 1440  361 1172 2802],"[49, 371, 1292, 1683, 4184, 2365, 626, 702]",[],0,8,0.0,"[49, 371, 1292, 1683, 4184, 2365, 626, 702]",8,0.8,"[4068, 2823, 1411, 3554, 24, 911, 1440, 361, 1172, 2802]",10,1.0,1.0,0.0
524,[3186 3896  168 4113 1896 1331  996 2861 4284  656],"[149, 183, 175]",[],0,3,0.0,"[149, 183, 175]",3,0.3,"[3186, 3896, 168, 4113, 1896, 1331, 996, 2861, 4284, 656]",10,1.0,1.0,0.0
1251,[1906 2737 3517 4250 2177 2639   14 2335 2241 2627],"[3108, 1056, 1283, 344, 1059, 4128]",[],0,6,0.0,"[3108, 1056, 1283, 344, 1059, 4128]",6,0.6,"[1906, 2737, 3517, 4250, 2177, 2639, 14, 2335, 2241, 2627]",10,1.0,1.0,0.0
1823,[4232 1668 1901 4039  180 2184 3632 1221 3602 3723],"[1040, 1090, 495, 190]",[],0,4,0.0,"[1040, 1090, 495, 190]",4,0.4,"[4232, 1668, 1901, 4039, 180, 2184, 3632, 1221, 3602, 3723]",10,1.0,1.0,0.0
1081,[4183  410 3662  388 3341 2944 1780 2525 3211 4417],"[1414, 4276, 1432, 1628]",[],0,4,0.0,"[1414, 4276, 1432, 1628]",4,0.4,"[4183, 410, 3662, 388, 3341, 2944, 1780, 2525, 3211, 4417]",10,1.0,1.0,0.0
1369,[4177  727 4430 1040 1501  335 4107  633 4266 1661],"[1865, 581, 589]",[],0,3,0.0,"[1865, 581, 589]",3,0.3,"[4177, 727, 4430, 1040, 1501, 335, 4107, 633, 4266, 1661]",10,1.0,1.0,0.0
168,[ 399 1008 1857 2345 2978 3473 3212  173  915  707],"[938, 1010, 1324, 2141, 1326, 216, 609, 1816, 517, 527, 2135]",[],0,11,0.0,"[938, 1010, 1324, 2141, 1326, 216, 609, 1816, 517, 527, 2135]",11,1.1,"[399, 1008, 1857, 2345, 2978, 3473, 3212, 173, 915, 707]",10,1.0,1.0,0.0
384,[  36 1116 3577 1800 3999 3243 4413  884 4221 3493],"[1479, 1852, 301, 1474, 1069, 1473, 1478, 153]",[],0,8,0.0,"[1479, 1852, 301, 1474, 1069, 1473, 1478, 153]",8,0.8,"[36, 1116, 3577, 1800, 3999, 3243, 4413, 884, 4221, 3493]",10,1.0,1.0,0.0
75,[1324 1017 4347 4229 1543  969 2118 4133  301  865],"[171, 582, 955, 570, 415, 1454, 178, 1449, 485, 495]",[],0,10,0.0,"[171, 582, 955, 570, 415, 1454, 178, 1449, 485, 495]",10,1.0,"[1324, 1017, 4347, 4229, 1543, 969, 2118, 4133, 301, 865]",10,1.0,1.0,0.0
812,[2103 3710 2204  859 3282 1325 4064 2664 4011 2545],"[1186, 1240, 2488, 989, 538, 4163]",[],0,6,0.0,"[1186, 1240, 2488, 989, 538, 4163]",6,0.6,"[2103, 3710, 2204, 859, 3282, 1325, 4064, 2664, 4011, 2545]",10,1.0,1.0,0.0
1497,[1435 2159  967 1040 4107 3887 1562   36 3609 1525],"[245, 1555, 487, 403, 3415]",[],0,5,0.0,"[245, 1555, 487, 403, 3415]",5,0.5,"[1435, 2159, 967, 1040, 4107, 3887, 1562, 36, 3609, 1525]",10,1.0,1.0,0.0
916,[1034 3348 1763 2267  528 2414  636 3642  403 2143],"[1888, 955, 685, 2283, 4183, 2342]",[],0,6,0.0,"[1888, 955, 685, 2283, 4183, 2342]",6,0.6,"[1034, 3348, 1763, 2267, 528, 2414, 636, 3642, 403, 2143]",10,1.0,1.0,0.0
510,[  29 2069 1033 3534 2941  616  148 2778 1403 3104],"[2034, 1070, 1672, 890, 744, 1603, 2675]",[],0,7,0.0,"[2034, 1070, 1672, 890, 744, 1603, 2675]",7,0.7,"[29, 2069, 1033, 3534, 2941, 616, 148, 2778, 1403, 3104]",10,1.0,1.0,0.0
1040,[ 151 4337 3579 3486 1903 1609  571 2741 2834 3658],"[102, 4364, 938, 1070, 2459, 1172, 747, 4331, 591, 1704]",[],0,10,0.0,"[102, 4364, 938, 1070, 2459, 1172, 747, 4331, 591, 1704]",10,1.0,"[151, 4337, 3579, 3486, 1903, 1609, 571, 2741, 2834, 3658]",10,1.0,1.0,0.0
1685,[ 349 3854  434 1962 4081  583 2439 1742 4152  288],"[323, 2196, 2193, 698, 2011, 4030, 1108, 299]",[],0,8,0.0,"[323, 2196, 2193, 698, 2011, 4030, 1108, 299]",8,0.8,"[349, 3854, 434, 1962, 4081, 583, 2439, 1742, 4152, 288]",10,1.0,1.0,0.0
1675,[1745 1149  303 2086 4078 1693 2797 2839  656 3000],"[438, 260, 916, 4122, 1750, 1952, 4447, 2445, 109]",[],0,9,0.0,"[438, 260, 916, 4122, 1750, 1952, 4447, 2445, 109]",9,0.9,"[1745, 1149, 303, 2086, 4078, 1693, 2797, 2839, 656, 3000]",10,1.0,1.0,0.0
1057,[3562 1235 3456 3999 2956  105 1448 1179   51 1593],"[309, 1221, 504, 1866, 777, 1544, 307]",[],0,7,0.0,"[309, 1221, 504, 1866, 777, 1544, 307]",7,0.7,"[3562, 1235, 3456, 3999, 2956, 105, 1448, 1179, 51, 1593]",10,1.0,1.0,0.0
813,[2940 2921 3068 2465 2200 4370 1782 4341 1257 2855],"[896, 609, 874, 1007, 1006, 886, 1183]",[],0,7,0.0,"[896, 609, 874, 1007, 1006, 886, 1183]",7,0.7,"[2940, 2921, 3068, 2465, 2200, 4370, 1782, 4341, 1257, 2855]",10,1.0,1.0,0.0
751,[3250 3087 4091 3611 2544  891 2860 1880 2587  829],"[952, 1345, 961]",[],0,3,0.0,"[952, 1345, 961]",3,0.3,"[3250, 3087, 4091, 3611, 2544, 891, 2860, 1880, 2587, 829]",10,1.0,1.0,0.0
1142,[2509 2569  462 1427 2842  809 3439 4432 1727 2444],"[2698, 827, 1634, 1921, 1995, 3834, 258]",[],0,7,0.0,"[2698, 827, 1634, 1921, 1995, 3834, 258]",7,0.7,"[2509, 2569, 462, 1427, 2842, 809, 3439, 4432, 1727, 2444]",10,1.0,1.0,0.0
1560,[2648 3937 4437 2963 2211 3788 4173  548 2862 4263],"[933, 545, 1291, 2220, 2277, 898, 381]",[],0,7,0.0,"[933, 545, 1291, 2220, 2277, 898, 381]",7,0.7,"[2648, 3937, 4437, 2963, 2211, 3788, 4173, 548, 2862, 4263]",10,1.0,1.0,0.0
249,[2195 4318 3094  786  433 1266 1526 4220 1831 3813],"[899, 201, 386, 1959, 89, 1976, 2148, 125]",[],0,8,0.0,"[899, 201, 386, 1959, 89, 1976, 2148, 125]",8,0.8,"[2195, 4318, 3094, 786, 433, 1266, 1526, 4220, 1831, 3813]",10,1.0,1.0,0.0
1660,[ 281  586 2234 2143 1711 1579 3271 3002  352  340],"[1001, 1385, 570, 1489, 3970, 1199]",[],0,6,0.0,"[1001, 1385, 570, 1489, 3970, 1199]",6,0.6,"[281, 586, 2234, 2143, 1711, 1579, 3271, 3002, 352, 340]",10,1.0,1.0,0.0
254,[2311  764 2582 1579 2206 2186 4353  620 4231 1959],"[495, 174, 582, 1040]",[],0,4,0.0,"[495, 174, 582, 1040]",4,0.4,"[2311, 764, 2582, 1579, 2206, 2186, 4353, 620, 4231, 1959]",10,1.0,1.0,0.0
1274,[2915 2477  632 3733 2071 2141  890 1914 2302 2130],"[3802, 819, 3350, 153, 4448, 3354, 709, 1450]",[],0,8,0.0,"[3802, 819, 3350, 153, 4448, 3354, 709, 1450]",8,0.8,"[2915, 2477, 632, 3733, 2071, 2141, 890, 1914, 2302, 2130]",10,1.0,1.0,0.0
509,[1698 3737 3071  408  482 2336 2426 1573  589   73],"[300, 307, 1867, 208, 114, 1219, 338, 711, 3657, 230]",[],0,10,0.0,"[300, 307, 1867, 208, 114, 1219, 338, 711, 3657, 230]",10,1.0,"[1698, 3737, 3071, 408, 482, 2336, 2426, 1573, 589, 73]",10,1.0,1.0,0.0
690,[1040 1114 1355 3965 1588 2267 1696 2309  813 3680],"[156, 3807, 4001, 934]",[],0,4,0.0,"[156, 3807, 4001, 934]",4,0.4,"[1040, 1114, 1355, 3965, 1588, 2267, 1696, 2309, 813, 3680]",10,1.0,1.0,0.0
1439,[3360 3969 1901  848 4030 2993 4145 3894  873 2778],"[3688, 330, 1469, 1648, 2061, 1385, 164]",[],0,7,0.0,"[3688, 330, 1469, 1648, 2061, 1385, 164]",7,0.7,"[3360, 3969, 1901, 848, 4030, 2993, 4145, 3894, 873, 2778]",10,1.0,1.0,0.0
1370,[1207 1519 2984  623 4115 1021  467 3593  916 4004],"[2094, 98, 610, 825, 82, 93, 3571]",[],0,7,0.0,"[2094, 98, 610, 825, 82, 93, 3571]",7,0.7,"[1207, 1519, 2984, 623, 4115, 1021, 467, 3593, 916, 4004]",10,1.0,1.0,0.0
1734,[1040 3125 2995 3051 2196 3693 4414 2770 3260 2444],"[4438, 2445, 392, 4393, 909, 49, 576]",[],0,7,0.0,"[4438, 2445, 392, 4393, 909, 49, 576]",7,0.7,"[1040, 3125, 2995, 3051, 2196, 3693, 4414, 2770, 3260, 2444]",10,1.0,1.0,0.0
1770,[2251 1502 1770 1528 3509 1374  620 1389  857 1111],"[164, 952, 133, 181]",[],0,4,0.0,"[164, 952, 133, 181]",4,0.4,"[2251, 1502, 1770, 1528, 3509, 1374, 620, 1389, 857, 1111]",10,1.0,1.0,0.0
732,[3995 3905  673 4111  419 3493 4004 3488 4209 2470],"[453, 3889, 437, 704, 1584, 1652, 1775, 323]",[],0,8,0.0,"[453, 3889, 437, 704, 1584, 1652, 1775, 323]",8,0.8,"[3995, 3905, 673, 4111, 419, 3493, 4004, 3488, 4209, 2470]",10,1.0,1.0,0.0
92,[ 288 3753 2933 3967 1651 1048 4269 4069 4341 1592],"[1487, 482, 251, 1667, 1309, 1433, 241, 1666, 1482, 1674]",[],0,10,0.0,"[1487, 482, 251, 1667, 1309, 1433, 241, 1666, 1482, 1674]",10,1.0,"[288, 3753, 2933, 3967, 1651, 1048, 4269, 4069, 4341, 1592]",10,1.0,1.0,0.0
788,[1987 2839 2816 4266 4122  633   17 1951 3514   37],"[2254, 126, 3430, 3964, 239, 4137]",[],0,6,0.0,"[2254, 126, 3430, 3964, 239, 4137]",6,0.6,"[1987, 2839, 2816, 4266, 4122, 633, 17, 1951, 3514, 37]",10,1.0,1.0,0.0
1839,[3449 3870  604 1894 1855 2119 1273  839 4445 2751],"[3504, 3367, 3120, 255, 334]",[],0,5,0.0,"[3504, 3367, 3120, 255, 334]",5,0.5,"[3449, 3870, 604, 1894, 1855, 2119, 1273, 839, 4445, 2751]",10,1.0,1.0,0.0
239,[4229 1804  919 1527 1391  174 4044  728 3575 1714],"[2744, 1897, 2743, 279, 1894, 1155]",[],0,6,0.0,"[2744, 1897, 2743, 279, 1894, 1155]",6,0.6,"[4229, 1804, 919, 1527, 1391, 174, 4044, 728, 3575, 1714]",10,1.0,1.0,0.0
948,[ 298 4194 1608 4083 4446 3572  511 3231 2440 1553],"[1849, 180, 228, 205, 1392]",[],0,5,0.0,"[1849, 180, 228, 205, 1392]",5,0.5,"[298, 4194, 1608, 4083, 4446, 3572, 511, 3231, 2440, 1553]",10,1.0,1.0,0.0
184,[ 260 4258 3640 1307 1078 4303  313 1649  778 3361],"[41, 2416, 544, 743, 2025, 1141, 1304, 128, 2418, 2367, 1132, 2415, 2417]",[],0,13,0.0,"[41, 2416, 544, 743, 2025, 1141, 1304, 128, 2418, 2367, 1132, 2415, 2417]",13,1.3,"[260, 4258, 3640, 1307, 1078, 4303, 313, 1649, 778, 3361]",10,1.0,1.0,0.0
1504,[ 965 2072 2093 1605  504 1586 2267 3014  728 1054],"[168, 2062, 188, 169, 181]",[],0,5,0.0,"[168, 2062, 188, 169, 181]",5,0.5,"[965, 2072, 2093, 1605, 504, 1586, 2267, 3014, 728, 1054]",10,1.0,1.0,0.0
535,[2583 4347  189 4276 3514 4122 4421 3489 4418 2355],"[3711, 2006, 3351, 1853, 3350, 2658, 1288, 3353]",[],0,8,0.0,"[3711, 2006, 3351, 1853, 3350, 2658, 1288, 3353]",8,0.8,"[2583, 4347, 189, 4276, 3514, 4122, 4421, 3489, 4418, 2355]",10,1.0,1.0,0.0
617,[ 797 2020  472 1307 1979 3268 2928 3047  859 3647],"[649, 2361, 701, 67, 659, 694, 2553, 906, 912]",[],0,9,0.0,"[649, 2361, 701, 67, 659, 694, 2553, 906, 912]",9,0.9,"[797, 2020, 472, 1307, 1979, 3268, 2928, 3047, 859, 3647]",10,1.0,1.0,0.0
26,[2855 2337 1531 1914 1443  736  715 2975   19 3530],"[673, 678, 610, 679, 417, 682, 292]",[],0,7,0.0,"[673, 678, 610, 679, 417, 682, 292]",7,0.7,"[2855, 2337, 1531, 1914, 1443, 736, 715, 2975, 19, 3530]",10,1.0,1.0,0.0
33,[1069  376   57 1198 3725 4258 3795 1649 2092 3429],"[792, 797, 482, 781, 674, 283, 791, 787, 780]",[],0,9,0.0,"[792, 797, 482, 781, 674, 283, 791, 787, 780]",9,0.9,"[1069, 376, 57, 1198, 3725, 4258, 3795, 1649, 2092, 3429]",10,1.0,1.0,0.0
1027,[ 514  757 3002 1440 3744 2381 3579  364 1512 1915],"[4169, 1482, 1661, 395]",[],0,4,0.0,"[4169, 1482, 1661, 395]",4,0.4,"[514, 757, 3002, 1440, 3744, 2381, 3579, 364, 1512, 1915]",10,1.0,1.0,0.0
209,[3214 1656  603 3822 3333 1906  444  175  699 2701],"[2616, 171, 202, 172, 176, 2342, 2614, 2615]",[],0,8,0.0,"[2616, 171, 202, 172, 176, 2342, 2614, 2615]",8,0.8,"[3214, 1656, 603, 3822, 3333, 1906, 444, 175, 699, 2701]",10,1.0,1.0,0.0
1171,[3872 4156 2325 1049 2824 2247 1631 3453 3154 2662],"[387, 3833, 74, 4068, 2253]",[],0,5,0.0,"[387, 3833, 74, 4068, 2253]",5,0.5,"[3872, 4156, 2325, 1049, 2824, 2247, 1631, 3453, 3154, 2662]",10,1.0,1.0,0.0
491,[2691 2292 1906 2330 3748 4163 3719 2091  623 1491],"[680, 452, 784, 794, 2059, 512, 1471, 1677, 591]",[],0,9,0.0,"[680, 452, 784, 794, 2059, 512, 1471, 1677, 591]",9,0.9,"[2691, 2292, 1906, 2330, 3748, 4163, 3719, 2091, 623, 1491]",10,1.0,1.0,0.0
1455,[3972  919  771 2956 4337 3677 1440 2210 4391 4335],"[141, 2870, 4469]",[],0,3,0.0,"[141, 2870, 4469]",3,0.3,"[3972, 919, 771, 2956, 4337, 3677, 1440, 2210, 4391, 4335]",10,1.0,1.0,0.0
1250,[2455 3620 4347 3841 4059  695 2689 2936 3498  441],"[2251, 261, 4137, 1991, 695, 1141, 2367, 395, 1098]",[695],1,9,0.1,"[2251, 261, 4137, 1991, 1141, 2367, 395, 1098]",8,0.8,"[2455, 3620, 4347, 3841, 4059, 2689, 2936, 3498, 441]",9,0.9,0.8888888888888888,0.1111111111111111
433,[3773 1392 2196  148  831 2647 1884 3268 3840 3334],"[1680, 720, 1673, 2832, 3497]",[],0,5,0.0,"[1680, 720, 1673, 2832, 3497]",5,0.5,"[3773, 1392, 2196, 148, 831, 2647, 1884, 3268, 3840, 3334]",10,1.0,1.0,0.0
1640,[ 127 2010 2869 3282  190 2458 4159 3488 1375 4257],"[1164, 2175, 748, 4350, 2367, 45]",[],0,6,0.0,"[1164, 2175, 748, 4350, 2367, 45]",6,0.6,"[127, 2010, 2869, 3282, 190, 2458, 4159, 3488, 1375, 4257]",10,1.0,1.0,0.0
1566,[ 487 3216  542  135 1201 2243 4089 1952 2910 2998],"[437, 2144, 1345, 3278]",[],0,4,0.0,"[437, 2144, 1345, 3278]",4,0.4,"[487, 3216, 542, 135, 1201, 2243, 4089, 1952, 2910, 2998]",10,1.0,1.0,0.0
1131,[ 424 2856 3644 3950  323  205 2890 1335 2871 1333],"[989, 3202, 84, 346, 110, 556, 1635]",[],0,7,0.0,"[989, 3202, 84, 346, 110, 556, 1635]",7,0.7,"[424, 2856, 3644, 3950, 323, 205, 2890, 1335, 2871, 1333]",10,1.0,1.0,0.0
1758,[ 225  852 4024 3571 3260 4031 3321  468 1739 2383],"[1707, 1071, 2239, 3616, 2942]",[],0,5,0.0,"[1707, 1071, 2239, 3616, 2942]",5,0.5,"[225, 852, 4024, 3571, 3260, 4031, 3321, 468, 1739, 2383]",10,1.0,1.0,0.0
212,[3725   70 2315 2869  260 2877  557 2668 3181 2583],"[961, 343, 2201]",[],0,3,0.0,"[961, 343, 2201]",3,0.3,"[3725, 70, 2315, 2869, 260, 2877, 557, 2668, 3181, 2583]",10,1.0,1.0,0.0
1170,[1851 2954  689 2062 3850 3200 3617 2907 4224 3864],"[372, 1278, 1305, 784, 127, 136]",[],0,6,0.0,"[372, 1278, 1305, 784, 127, 136]",6,0.6,"[1851, 2954, 689, 2062, 3850, 3200, 3617, 2907, 4224, 3864]",10,1.0,1.0,0.0
1531,[1034 3819  196 3498 1307  340 4139 3870  996 4369],"[374, 2905, 1337, 102, 890, 2307, 448, 1779, 80, 592, 2581, 440, 938, 1522, 1787]",[],0,15,0.0,"[374, 2905, 1337, 102, 890, 2307, 448, 1779, 80, 592, 2581, 440, 938, 1522, 1787]",15,1.5,"[1034, 3819, 196, 3498, 1307, 340, 4139, 3870, 996, 4369]",10,1.0,1.0,0.0
1269,[1870 4353 2677 2143 3611 2889 1881  966  308 3831],"[4090, 1628, 635, 2293, 780, 415, 230, 247, 3129]",[],0,9,0.0,"[4090, 1628, 635, 2293, 780, 415, 230, 247, 3129]",9,0.9,"[1870, 4353, 2677, 2143, 3611, 2889, 1881, 966, 308, 3831]",10,1.0,1.0,0.0
1055,[2085 2352 2945 3879 3592 2859 1345 3323  235 4232],"[126, 1123, 1298, 1651, 1280, 1291, 1853]",[],0,7,0.0,"[126, 1123, 1298, 1651, 1280, 1291, 1853]",7,0.7,"[2085, 2352, 2945, 3879, 3592, 2859, 1345, 3323, 235, 4232]",10,1.0,1.0,0.0
170,[1344 1948 1840 3058 2125 2238 4000 1804 1708 1929],"[2329, 2274, 838, 467, 802]",[],0,5,0.0,"[2329, 2274, 838, 467, 802]",5,0.5,"[1344, 1948, 1840, 3058, 2125, 2238, 4000, 1804, 1708, 1929]",10,1.0,1.0,0.0
657,[3457 3870 3449 2661 3701  699  473 4014 1673 4159],"[414, 584, 2712, 169, 3495, 2794, 167, 3951, 798]",[],0,9,0.0,"[414, 584, 2712, 169, 3495, 2794, 167, 3951, 798]",9,0.9,"[3457, 3870, 3449, 2661, 3701, 699, 473, 4014, 1673, 4159]",10,1.0,1.0,0.0
40,[3845  666 4317  147 4163 3349 1700 2895  853 3412],"[916, 925, 922, 45, 923, 915, 926]",[],0,7,0.0,"[916, 925, 922, 45, 923, 915, 926]",7,0.7,"[3845, 666, 4317, 147, 4163, 3349, 1700, 2895, 853, 3412]",10,1.0,1.0,0.0
335,[3003 2770 4443  666   12 3763 3921 1371  570 1012],"[57, 67, 2706, 761, 2175, 1140]",[],0,6,0.0,"[57, 67, 2706, 761, 2175, 1140]",6,0.6,"[3003, 2770, 4443, 666, 12, 3763, 3921, 1371, 570, 1012]",10,1.0,1.0,0.0
1621,[1469 3899 1631 1556 3296 1477  688  523 2821 4086],"[620, 898, 1684, 731, 415, 1638, 3704]",[],0,7,0.0,"[620, 898, 1684, 731, 415, 1638, 3704]",7,0.7,"[1469, 3899, 1631, 1556, 3296, 1477, 688, 523, 2821, 4086]",10,1.0,1.0,0.0
879,[1674  243 3514 2227 1592 2647 1399  334 1954  910],"[952, 3348]",[],0,2,0.0,"[952, 3348]",2,0.2,"[1674, 243, 3514, 2227, 1592, 2647, 1399, 334, 1954, 910]",10,1.0,1.0,0.0
1107,[1673 2916  479 4273  472 3748 2917  734 3789 1773],"[3875, 744, 306, 1372, 630, 1866, 507]",[],0,7,0.0,"[3875, 744, 306, 1372, 630, 1866, 507]",7,0.7,"[1673, 2916, 479, 4273, 472, 3748, 2917, 734, 3789, 1773]",10,1.0,1.0,0.0
398,[3845 4398  780  644  300 3558 2327 3162  310 1664],"[478, 815, 3190, 44, 459, 936, 370, 1133, 933]",[],0,9,0.0,"[478, 815, 3190, 44, 459, 936, 370, 1133, 933]",9,0.9,"[3845, 4398, 780, 644, 300, 3558, 2327, 3162, 310, 1664]",10,1.0,1.0,0.0
1693,[3503 2941 3649 3796  930 4156  472  947 2292 2494],"[1302, 1130, 460, 3900, 1727]",[],0,5,0.0,"[1302, 1130, 460, 3900, 1727]",5,0.5,"[3503, 2941, 3649, 3796, 930, 4156, 472, 947, 2292, 2494]",10,1.0,1.0,0.0
930,[  57  246 1999 2576  282  329 2784 3902  303 1649],"[4095, 4288, 905, 3342, 3260, 1125, 1742, 388, 369]",[],0,9,0.0,"[4095, 4288, 905, 3342, 3260, 1125, 1742, 388, 369]",9,0.9,"[57, 246, 1999, 2576, 282, 329, 2784, 3902, 303, 1649]",10,1.0,1.0,0.0
326,[  24 1901 1087 3564 2319 2030 3845 3991 3836 2455],"[3133, 3129, 182, 2074, 3128, 582, 1855, 3132, 965, 274, 175]",[],0,11,0.0,"[3133, 3129, 182, 2074, 3128, 582, 1855, 3132, 965, 274, 175]",11,1.1,"[24, 1901, 1087, 3564, 2319, 2030, 3845, 3991, 3836, 2455]",10,1.0,1.0,0.0
1103,[2507 2965  392  457  507  655  486 2757 2855 2957],"[90, 58, 452, 82, 66, 1652, 704]",[],0,7,0.0,"[90, 58, 452, 82, 66, 1652, 704]",7,0.7,"[2507, 2965, 392, 457, 507, 655, 486, 2757, 2855, 2957]",10,1.0,1.0,0.0
1000,[ 287  690 2102 3886 3086 1365  757 1641 4065  676],"[2066, 176, 2879]",[],0,3,0.0,"[2066, 176, 2879]",3,0.3,"[287, 690, 2102, 3886, 3086, 1365, 757, 1641, 4065, 676]",10,1.0,1.0,0.0
967,[1180 3260 3514  274 4120 1676  174  383  664 1940],"[1629, 2613, 1888, 1984, 1391, 492]",[],0,6,0.0,"[1629, 2613, 1888, 1984, 1391, 492]",6,0.6,"[1180, 3260, 3514, 274, 4120, 1676, 174, 383, 664, 1940]",10,1.0,1.0,0.0
493,[2630  656  181 1119 1647  576 2873 4084 4341  593],"[1599, 890, 2027, 3627, 3630]",[],0,5,0.0,"[1599, 890, 2027, 3627, 3630]",5,0.5,"[2630, 656, 181, 1119, 1647, 576, 2873, 4084, 4341, 593]",10,1.0,1.0,0.0
350,[3669 1124 1895 1096  950 3772 4337 4389  604 1246],"[1722, 298, 1824, 297, 1336, 300, 3237, 1817, 3238, 2299, 1873]",[],0,11,0.0,"[1722, 298, 1824, 297, 1336, 300, 3237, 1817, 3238, 2299, 1873]",11,1.1,"[3669, 1124, 1895, 1096, 950, 3772, 4337, 4389, 604, 1246]",10,1.0,1.0,0.0
1330,[1860 2325 2328 1806  729 2708 4424 1331 1841 2257],"[1336, 234, 324, 3413, 2120, 2416, 2989, 1810]",[],0,8,0.0,"[1336, 234, 324, 3413, 2120, 2416, 2989, 1810]",8,0.8,"[1860, 2325, 2328, 1806, 729, 2708, 4424, 1331, 1841, 2257]",10,1.0,1.0,0.0
1022,[3110 1179 1686 4183    4  823  788 3725 2455 1087],"[510, 1663, 323, 2867, 506, 309, 1236, 511]",[],0,8,0.0,"[510, 1663, 323, 2867, 506, 309, 1236, 511]",8,0.8,"[3110, 1179, 1686, 4183, 4, 823, 788, 3725, 2455, 1087]",10,1.0,1.0,0.0
413,[3068 3367 1125    2 3223 2802  911 3998 1983 3452],"[659, 693, 101, 658, 401, 3435]",[],0,6,0.0,"[659, 693, 101, 658, 401, 3435]",6,0.6,"[3068, 3367, 1125, 2, 3223, 2802, 911, 3998, 1983, 3452]",10,1.0,1.0,0.0
30,[3306 1172  533 1790  774 2509 2797 1797  670  219],"[734, 753, 744, 735, 750, 731, 742, 725, 97]",[],0,9,0.0,"[734, 753, 744, 735, 750, 731, 742, 725, 97]",9,0.9,"[3306, 1172, 533, 1790, 774, 2509, 2797, 1797, 670, 219]",10,1.0,1.0,0.0
1767,[1832  412 2963 4231 2391 2396 2765 4091 2570  875],"[1248, 4027, 1290, 118, 3603, 57, 2974, 695, 251]",[],0,9,0.0,"[1248, 4027, 1290, 118, 3603, 57, 2974, 695, 251]",9,0.9,"[1832, 412, 2963, 4231, 2391, 2396, 2765, 4091, 2570, 875]",10,1.0,1.0,0.0
1296,[  91 3420 1900 2122  452 1800 4134 4353 3729 1420],"[899, 167, 4037, 942]",[],0,4,0.0,"[899, 167, 4037, 942]",4,0.4,"[91, 3420, 1900, 2122, 452, 1800, 4134, 4353, 3729, 1420]",10,1.0,1.0,0.0
1579,[1505  902 3252 3793  722  838 3747 3307  149 2411],"[3803, 1098, 2703, 1400, 3031, 2793]",[],0,6,0.0,"[3803, 1098, 2703, 1400, 3031, 2793]",6,0.6,"[1505, 902, 3252, 3793, 722, 838, 3747, 3307, 149, 2411]",10,1.0,1.0,0.0
395,[2920 2100 2810 2316 2521 4403 4107   61 1115 2782],"[1117, 64, 970, 1660, 435, 658, 58]",[],0,7,0.0,"[1117, 64, 970, 1660, 435, 658, 58]",7,0.7,"[2920, 2100, 2810, 2316, 2521, 4403, 4107, 61, 1115, 2782]",10,1.0,1.0,0.0
1002,[3968 2227 3945 4371 1403 2268 2981  720 3966  877],"[3789, 907, 1238, 928, 2864]",[],0,5,0.0,"[3789, 907, 1238, 928, 2864]",5,0.5,"[3968, 2227, 3945, 4371, 1403, 2268, 2981, 720, 3966, 877]",10,1.0,1.0,0.0
876,[   6 4162 4355 2860  764 4025 4269 2143  551  148],"[204, 999, 2089, 987, 230, 761]",[],0,6,0.0,"[204, 999, 2089, 987, 230, 761]",6,0.6,"[6, 4162, 4355, 2860, 764, 4025, 4269, 2143, 551, 148]",10,1.0,1.0,0.0
