user_id,recomm_items,true_items
390595,"3213, 449, 646, 1362, 492, 454, 1269, 687, 9621, 602, 481, 371, 560, 696, 528, 10168, 1066, 427, 596, 466",976
390598,"168046, 466, 386, 370, 1248, 456, 470, 436, 468, 733, 660, 2374, 1266, 1018, 1730, 167847, 1193, 384, 168756, 2643",10221
124417,"907, 646, 458, 3213, 492, 1362, 786, 442, 168007, 1132, 648, 645, 449, 2316, 528, 167800, 1066, 1007, 1248, 445",813
9561,"887, 10335, 167846, 886, 418, 468, 1909, 1456, 599, 168639, 573, 648, 168653, 370, 687, 412, 602, 428, 168756, 473",168756
34214,"786, 422, 454, 470, 370, 3102, 696, 12691, 167790, 660, 592, 645, 436, 466, 167847, 514, 522, 2374, 875, 1322",818
40837,"546, 1797, 390, 428, 466, 645, 471, 456, 1730, 1380, 1120, 449, 168596, 442, 3104, 516, 1539, 517, 974, 386",730
42278,"466, 167775, 913, 1539, 449, 167762, 2138, 9552, 470, 9996, 573, 1730, 2874, 438, 924, 1400, 1855, 1683, 3103, 1001",438
267647,"471, 512, 957, 492, 470, 499, 2197, 600, 458, 167926, 9621, 1310, 2485, 514, 1812, 497, 1066, 1905, 466, 857",2197
390068,"887, 9996, 1788, 786, 1551, 456, 592, 167847, 1362, 3213, 1979, 436, 957, 573, 696, 733, 687, 3158, 906, 9933",1648
95758,"913, 466, 1248, 1922, 528, 2549, 1001, 592, 645, 733, 613, 500, 527, 1070, 167762, 540, 1599, 438, 449, 9740",1380
261978,"470, 1193, 466, 456, 386, 167847, 733, 1001, 10335, 528, 438, 540, 1922, 1070, 422, 913, 390, 167762, 1248, 1683",9654
390674,"786, 10335, 887, 602, 386, 525, 167847, 456, 2921, 914, 454, 1198, 10168, 522, 867, 428, 9704, 422, 167946, 12678",546
382748,"813, 599, 456, 167847, 828, 527, 1400, 471, 442, 885, 12552, 422, 470, 167775, 1410, 1797, 168644, 759, 559, 1855",886
38033,"386, 412, 1539, 12361, 436, 468, 167831, 1551, 1922, 167865, 660, 438, 168177, 370, 759, 1855, 522, 168182, 168309, 500",3056
390680,"743, 492, 540, 168177, 1539, 1979, 908, 924, 1342, 559, 9996, 168942, 1551, 1058, 512, 449, 424, 506, 1066, 887",427
337083,"386, 786, 10335, 390, 449, 9665, 168309, 167847, 168639, 1400, 3104, 471, 1380, 733, 1396, 384, 9704, 402, 869, 774",573
390690,"904, 1248, 449, 497, 454, 386, 390, 9665, 3103, 660, 1132, 458, 1812, 443, 12552, 492, 1715, 1551, 857, 604",181901
390696,"3112, 418, 458, 1066, 646, 887, 541, 167847, 3102, 10335, 9704, 1330, 3106, 428, 1058, 443, 168639, 1400, 2622, 2539",168737
98275,"1330, 466, 886, 168177, 9996, 167847, 386, 2798, 468, 2789, 1120, 646, 559, 449, 1106, 696, 1797, 2539, 424, 724",875
390698,"456, 167847, 696, 602, 422, 1058, 168644, 470, 599, 468, 2331, 430, 573, 3106, 644, 687, 457, 1967, 167824, 688",456
208500,"592, 1330, 1066, 540, 384, 168639, 1248, 370, 9996, 913, 167872, 466, 471, 886, 10335, 385, 454, 1711, 1070, 3103",1342
390599,"757, 454, 786, 390, 600, 1400, 506, 660, 471, 474, 458, 442, 1248, 1132, 512, 428, 10168, 492, 3103, 592",443
358370,"449, 786, 602, 466, 1248, 886, 3213, 454, 10168, 419, 646, 1362, 9665, 10335, 1330, 9996, 167844, 443, 412, 9933",167775
390744,"579, 466, 454, 724, 390, 471, 167775, 2549, 813, 559, 168639, 757, 422, 540, 1400, 645, 388, 644, 2984, 600",419
196001,"456, 167847, 602, 422, 168644, 1058, 696, 599, 470, 468, 828, 457, 573, 428, 522, 527, 430, 2331, 644, 687",1515
390746,"470, 522, 168300, 167844, 454, 443, 167865, 458, 456, 1000, 546, 424, 1816, 10357, 11574, 412, 908, 1066, 168328, 379",1870
194108,"456, 644, 168639, 540, 458, 370, 492, 442, 390, 645, 1967, 1362, 403, 687, 422, 167831, 454, 495, 599, 1269",9833
318661,"648, 370, 458, 522, 647, 468, 428, 528, 418, 422, 430, 2546, 403, 1342, 412, 445, 442, 2316, 828, 748",696
390753,"1849, 913, 887, 370, 592, 522, 613, 500, 599, 786, 454, 1716, 167846, 528, 10357, 167790, 3154, 1392, 517, 456",645
390757,"370, 466, 1248, 168177, 403, 436, 9996, 468, 3102, 418, 647, 9621, 167790, 458, 660, 599, 528, 592, 1362, 412",456
223257,"458, 167844, 828, 525, 422, 541, 470, 9621, 167847, 474, 1905, 2316, 492, 181147, 648, 596, 370, 442, 428, 520",458
104794,"167926, 786, 428, 1248, 456, 168177, 522, 1551, 370, 1001, 1730, 602, 9996, 494, 466, 1539, 646, 1198, 1058, 857",180360
390768,"9621, 646, 1248, 522, 3213, 370, 458, 592, 466, 514, 520, 512, 10357, 497, 473, 875, 660, 1001, 596, 708",466
130934,"167958, 10335, 907, 646, 696, 541, 167831, 828, 957, 733, 1330, 512, 592, 1236, 481, 468, 1058, 1248, 167800, 2798",474
197513,"456, 1059, 828, 470, 386, 522, 813, 458, 442, 422, 167844, 167847, 647, 1551, 3213, 1058, 520, 527, 390, 985",2696
390837,"786, 660, 466, 470, 439, 2567, 456, 748, 1000, 1656, 1132, 908, 418, 444, 494, 886, 527, 438, 724, 648",168309
390840,"468, 167844, 466, 456, 445, 390, 522, 470, 370, 418, 786, 424, 422, 1330, 909, 371, 1120, 525, 914, 512",466
99784,"466, 418, 370, 512, 168177, 471, 492, 647, 2435, 436, 167762, 600, 442, 389, 403, 390, 1342, 468, 9996, 2534",1248
390853,"458, 168639, 370, 422, 167844, 412, 457, 390, 1248, 167946, 828, 470, 2316, 9665, 443, 647, 646, 648, 525, 428",458
390857,"167775, 734, 1308, 696, 456, 1730, 599, 520, 640, 168213, 499, 9996, 492, 886, 1716, 828, 1363, 9933, 9713, 1399",418
390887,"370, 466, 168177, 403, 1248, 468, 9996, 3102, 418, 436, 660, 167790, 9621, 592, 458, 1362, 528, 599, 412, 1786",370
40249,"786, 383, 456, 492, 2696, 660, 602, 468, 743, 1058, 439, 688, 1000, 1066, 438, 1517, 430, 1619, 613, 444",1389
390954,"527, 456, 168644, 1400, 828, 696, 168308, 748, 418, 599, 1066, 383, 1124, 167775, 913, 613, 2534, 644, 12552, 9933",808
11041,"2558, 528, 786, 456, 540, 1132, 438, 430, 696, 509, 517, 1294, 490, 9996, 2808, 1193, 2316, 470, 10357, 3103",167847
333517,"696, 456, 466, 1248, 1330, 644, 9996, 875, 167800, 473, 438, 9704, 379, 1169, 1066, 527, 403, 1076, 528, 724",696
390966,"167926, 1248, 168177, 456, 428, 370, 522, 786, 9996, 1730, 1551, 646, 512, 167775, 857, 560, 436, 181971, 474, 1001",3244
354181,"786, 1517, 887, 422, 1362, 454, 428, 10335, 383, 10041, 1342, 1308, 470, 600, 445, 974, 538, 1269, 522, 167926",167804
391039,"640, 786, 449, 370, 886, 10335, 466, 660, 525, 168177, 648, 1797, 167775, 520, 428, 646, 1342, 403, 1730, 9996",640
243038,"3154, 546, 10357, 648, 443, 886, 167846, 428, 1248, 168217, 1730, 528, 1479, 436, 545, 644, 168644, 1174, 1724, 3030",444
391044,"454, 1041, 456, 422, 1330, 370, 1058, 167790, 458, 1797, 430, 466, 442, 468, 492, 660, 599, 696, 3103, 3106",1400
13229,"1001, 466, 1248, 913, 786, 471, 167846, 886, 538, 1193, 1539, 1855, 777, 10335, 645, 9621, 546, 167926, 724, 500",181372
17257,"786, 887, 10335, 602, 2921, 456, 10168, 167946, 525, 1198, 167847, 914, 9704, 1907, 522, 455, 1290, 386, 2563, 1517",168026
385746,"786, 887, 10335, 602, 1248, 9704, 514, 2921, 167946, 10168, 1907, 525, 1198, 455, 167926, 1290, 483, 2563, 167847, 428",466
316025,"167790, 466, 370, 454, 1066, 646, 492, 471, 456, 599, 1539, 412, 520, 613, 1041, 430, 660, 506, 957, 3213",2455
391106,"1248, 388, 466, 167775, 724, 168639, 1922, 592, 648, 9621, 1120, 390, 579, 748, 442, 167846, 660, 1070, 1330, 471",388
188831,"511, 646, 167872, 540, 1330, 497, 438, 644, 168177, 1362, 905, 602, 1342, 1380, 10357, 168309, 1120, 168596, 517, 682",672
50320,"471, 10357, 442, 458, 540, 707, 168639, 443, 600, 418, 167865, 390, 509, 924, 12675, 384, 168213, 538, 525, 648",708
309093,"507, 466, 599, 696, 592, 512, 733, 167775, 1058, 672, 442, 9621, 644, 757, 456, 454, 875, 370, 1363, 474",1797
22171,"466, 600, 1330, 602, 9996, 2485, 436, 468, 1539, 10168, 427, 913, 1797, 370, 449, 1683, 724, 384, 2874, 957",466
391167,"1018, 528, 512, 466, 506, 167762, 733, 10357, 517, 418, 2832, 1979, 1330, 1322, 3054, 168309, 724, 167877, 468, 2789",730
391169,"906, 456, 645, 390, 602, 1266, 471, 2331, 386, 1066, 167847, 438, 466, 430, 687, 1132, 474, 957, 9704, 1063",167872
391172,"466, 167775, 10409, 438, 1922, 1539, 1266, 517, 1248, 473, 506, 696, 500, 167762, 1018, 2796, 913, 494, 167956, 512",10335
222278,"456, 10335, 786, 470, 168221, 887, 1330, 468, 724, 454, 886, 168596, 167847, 1342, 682, 1517, 1070, 167824, 1786, 1193",2911
191800,"456, 9996, 1788, 887, 696, 1551, 3213, 786, 957, 167847, 573, 1362, 646, 3158, 168644, 1979, 9933, 436, 592, 167831",1309
386425,"592, 370, 9996, 512, 418, 454, 9621, 1248, 1362, 887, 645, 1551, 168639, 2534, 167846, 514, 167872, 818, 466, 168007",497
3850,"449, 3213, 886, 466, 1248, 9996, 1730, 10168, 1362, 2549, 386, 1396, 540, 687, 12552, 913, 528, 167775, 419, 428",422
281110,"540, 511, 1330, 647, 168639, 724, 168177, 167872, 1362, 443, 644, 1266, 495, 504, 1539, 646, 592, 645, 828, 561",505
391193,"9552, 500, 1539, 613, 1266, 10335, 470, 913, 494, 517, 527, 1399, 1124, 168756, 573, 1248, 167831, 442, 181147, 599",1294
198603,"708, 470, 522, 1330, 9621, 514, 1070, 886, 1069, 1362, 443, 813, 1539, 1248, 3154, 1715, 454, 592, 3106, 1001",2448
321446,"10335, 2469, 458, 422, 648, 528, 471, 560, 168639, 546, 522, 9665, 748, 418, 540, 828, 412, 1000, 10357, 579",1067
3818,"442, 390, 522, 167847, 546, 1363, 813, 167775, 492, 506, 383, 1000, 9748, 828, 167762, 648, 786, 974, 1396, 10564",377
125930,"422, 527, 522, 1342, 492, 10335, 458, 10438, 786, 818, 696, 403, 468, 1812, 167847, 906, 168211, 442, 454, 2674",168211
273296,"1515, 887, 456, 828, 167775, 167872, 592, 813, 1922, 1266, 527, 168639, 1120, 573, 1167, 514, 472, 540, 786, 428",454
324753,"528, 1248, 2558, 540, 1362, 436, 370, 1018, 913, 2549, 3213, 696, 512, 908, 517, 168177, 560, 672, 456, 1193",181147
290781,"528, 1248, 456, 3213, 646, 1362, 2558, 512, 687, 786, 987, 10335, 560, 913, 436, 517, 9621, 1716, 908, 596",528
155531,"418, 645, 1066, 696, 561, 443, 527, 540, 168596, 1330, 924, 592, 168848, 724, 1063, 660, 424, 492, 9619, 10335",924
391215,"10357, 442, 546, 1656, 167846, 592, 167775, 9621, 3154, 2511, 512, 167872, 648, 471, 1228, 1797, 1070, 820, 886, 492",573
208400,"786, 887, 386, 10335, 167847, 9704, 455, 974, 602, 869, 1067, 3103, 470, 3212, 514, 2558, 468, 12678, 867, 1330",3213
391199,"786, 887, 10335, 525, 602, 167946, 9704, 2921, 428, 455, 10168, 1198, 648, 1907, 12678, 2563, 1067, 386, 867, 914",1967
208723,"9619, 370, 454, 10335, 492, 1522, 1362, 1330, 418, 696, 168639, 660, 3102, 468, 422, 592, 644, 653, 1909, 3103",1221
321394,"528, 1248, 1362, 370, 436, 2558, 540, 646, 696, 1018, 3213, 168177, 466, 512, 913, 2549, 908, 449, 1066, 419",181147
391248,"471, 528, 386, 10335, 1094, 1400, 168177, 1399, 180677, 995, 436, 1132, 541, 559, 384, 913, 540, 1922, 512, 687",1399
210901,"422, 522, 456, 10335, 957, 492, 602, 468, 454, 1517, 1342, 648, 168639, 759, 458, 167844, 1922, 1786, 167790, 1000",168630
386688,"474, 492, 466, 458, 390, 546, 168644, 10168, 733, 384, 592, 522, 468, 497, 818, 1551, 1070, 600, 472, 1120",168934
391223,"1400, 647, 466, 167762, 1363, 527, 599, 457, 167775, 648, 905, 565, 470, 748, 2331, 436, 828, 506, 1539, 507",786
391230,"466, 1330, 370, 468, 600, 506, 1797, 913, 2874, 9996, 492, 167762, 427, 167790, 660, 602, 1400, 1018, 1539, 1001",512
337359,"1248, 471, 646, 10335, 1922, 449, 1539, 912, 181147, 9933, 696, 1797, 724, 436, 1076, 9665, 952, 1269, 1812, 559",546
263984,"786, 456, 470, 10335, 733, 886, 167847, 1266, 471, 522, 9553, 167762, 3238, 1788, 9621, 167775, 2921, 9933, 573, 600",3213
391247,"1551, 887, 456, 546, 449, 167926, 167844, 3103, 573, 1362, 9713, 474, 2485, 1198, 743, 1788, 592, 442, 520, 492",1551
188821,"466, 442, 1120, 168639, 1330, 540, 913, 724, 418, 468, 599, 168177, 644, 390, 389, 492, 1396, 3106, 445, 1070",168330
383529,"457, 456, 458, 647, 167844, 167847, 887, 412, 828, 522, 492, 384, 443, 386, 402, 645, 422, 648, 869, 530",457
45877,"1066, 646, 168639, 613, 645, 168596, 454, 9704, 492, 168177, 1362, 2316, 957, 167790, 471, 386, 3213, 540, 167865, 906",1905
391297,"442, 390, 506, 167762, 3071, 1363, 644, 546, 1656, 167775, 522, 573, 813, 9748, 540, 1000, 168082, 10322, 167800, 167844",10335
386809,"1066, 9704, 168639, 645, 646, 613, 546, 454, 168596, 492, 471, 696, 3213, 386, 886, 906, 540, 2316, 1164, 2331",818
388431,"3106, 646, 456, 886, 1330, 470, 1058, 9704, 769, 167847, 3213, 168596, 466, 887, 1048, 168213, 520, 2485, 546, 2522",512
391307,"470, 1114, 1922, 458, 386, 443, 813, 769, 1266, 517, 828, 887, 499, 390, 1715, 646, 647, 957, 3243, 168213",167958
391314,"386, 1266, 9933, 10335, 573, 456, 471, 438, 168309, 774, 957, 12552, 527, 470, 906, 390, 9996, 167831, 512, 560",1248
391333,"2316, 458, 370, 471, 1132, 540, 1066, 648, 9996, 646, 402, 1266, 168177, 445, 3102, 2558, 3154, 3103, 647, 644",2316
391338,"887, 592, 786, 1330, 645, 454, 818, 886, 9996, 1786, 168177, 913, 1070, 3102, 428, 10335, 1997, 422, 12552, 1120",887
391339,"540, 471, 648, 786, 1475, 541, 10168, 546, 828, 390, 454, 528, 1132, 599, 1396, 522, 442, 1380, 458, 430",10357
378802,"466, 2997, 436, 546, 646, 724, 1539, 168596, 449, 660, 1066, 517, 1069, 438, 528, 1855, 1018, 1399, 168304, 1147",418
150402,"682, 646, 887, 458, 418, 167847, 3102, 540, 813, 512, 1396, 828, 443, 592, 9713, 645, 402, 648, 525, 412",1363
22816,"640, 786, 449, 168177, 1797, 370, 724, 525, 167775, 660, 1342, 10335, 886, 648, 418, 167926, 1730, 403, 520, 12678",403
391434,"466, 887, 370, 528, 646, 3213, 412, 9996, 602, 514, 875, 167790, 645, 167844, 168355, 454, 492, 1362, 1683, 724",9996
332311,"1248, 167861, 887, 786, 370, 443, 436, 733, 10335, 422, 389, 522, 599, 592, 1140, 167846, 647, 457, 514, 499",857
24250,"442, 390, 167847, 492, 418, 506, 828, 813, 546, 1396, 522, 9748, 1363, 383, 167762, 1000, 644, 10322, 168754, 10564",442
126087,"528, 2558, 1362, 370, 436, 1018, 1248, 540, 456, 646, 3213, 828, 2549, 908, 687, 512, 449, 696, 470, 672",786
391524,"456, 167847, 696, 422, 599, 602, 470, 168644, 1058, 644, 687, 573, 468, 522, 430, 527, 428, 2331, 370, 457",457
376671,"474, 466, 492, 592, 546, 10168, 390, 733, 458, 168644, 167926, 1551, 600, 522, 818, 428, 3213, 472, 384, 1058",474
391536,"403, 370, 1248, 696, 418, 887, 168639, 3103, 660, 600, 2539, 168177, 1058, 412, 454, 599, 458, 644, 592, 724",417
378966,"402, 786, 456, 458, 540, 386, 887, 471, 10335, 2316, 457, 646, 1539, 168639, 370, 397, 1266, 1248, 167865, 648",402
154284,"522, 422, 786, 471, 546, 648, 442, 9713, 1342, 1248, 371, 167775, 9621, 646, 454, 1812, 436, 167865, 1000, 468",522
391574,"466, 738, 599, 786, 468, 167844, 492, 167762, 1396, 924, 168644, 1855, 167847, 540, 506, 497, 167831, 828, 1539, 383",739
391577,"466, 449, 370, 1330, 913, 602, 1683, 600, 506, 427, 10168, 438, 696, 9996, 167762, 2874, 492, 1539, 1001, 167790",592
374570,"466, 2485, 645, 646, 492, 733, 538, 1551, 592, 974, 924, 957, 1070, 602, 1979, 474, 424, 443, 168596, 743",418
391669,"1248, 167861, 887, 470, 443, 1266, 696, 468, 168639, 458, 1132, 167846, 403, 514, 647, 1715, 1905, 390, 2854, 663",971
36967,"506, 492, 466, 418, 442, 386, 1922, 390, 9665, 167762, 546, 559, 1812, 1400, 167775, 512, 1018, 1797, 1306, 168639",168644
384859,"466, 1248, 10409, 696, 913, 167775, 438, 1922, 500, 1266, 512, 1539, 517, 1124, 527, 2485, 9552, 644, 168756, 494",10409
388099,"527, 418, 1400, 168644, 167775, 748, 10335, 828, 443, 696, 613, 168308, 1124, 386, 456, 383, 1066, 599, 472, 473",527
391695,"9933, 546, 506, 1363, 442, 168032, 648, 412, 10357, 438, 1539, 517, 167846, 536, 565, 599, 647, 497, 748, 500",2259
391742,"1551, 456, 887, 449, 1362, 3103, 167926, 743, 573, 646, 1539, 546, 9713, 167844, 602, 1788, 168177, 520, 492, 2485",1730
391743,"3102, 887, 370, 168639, 813, 682, 1396, 418, 724, 540, 167831, 646, 1362, 470, 592, 643, 9996, 645, 2316, 9619",512
285792,"786, 887, 602, 10335, 2921, 10168, 525, 167847, 167946, 1198, 514, 455, 1907, 9704, 1290, 522, 483, 2563, 3158, 12678",786
22174,"10335, 1816, 466, 602, 386, 3102, 443, 473, 454, 419, 424, 168644, 10168, 1018, 1953, 1464, 517, 913, 384, 1070",3096
391870,"527, 456, 168644, 418, 1400, 10335, 696, 748, 383, 168308, 1124, 443, 828, 613, 599, 1066, 167775, 884, 644, 472",786
34498,"442, 390, 546, 167775, 168182, 1551, 1266, 1797, 1363, 443, 1539, 371, 9713, 449, 1730, 473, 995, 3213, 499, 1310",786
104383,"470, 443, 887, 12564, 1266, 724, 167762, 168007, 913, 12552, 442, 1922, 168755, 1812, 1070, 1362, 1120, 1158, 506, 1248",370
391933,"521, 418, 573, 540, 786, 167847, 470, 546, 386, 442, 443, 974, 10357, 733, 471, 1551, 492, 509, 1362, 613",168308
80382,"167831, 386, 10335, 559, 748, 384, 506, 1855, 418, 696, 466, 733, 600, 759, 168328, 370, 3102, 456, 3055, 1400",647
391948,"512, 1248, 471, 646, 418, 592, 492, 1648, 390, 168177, 759, 672, 9621, 506, 613, 1310, 466, 957, 167775, 1228",181795
391954,"10357, 1070, 546, 592, 3154, 167846, 443, 471, 820, 1000, 517, 646, 613, 9621, 516, 442, 167872, 12526, 12675, 2549",688
43724,"458, 168639, 471, 454, 390, 443, 470, 167844, 9665, 422, 540, 525, 2316, 648, 541, 412, 474, 828, 457, 1905",428
392019,"913, 466, 1248, 528, 1922, 1001, 613, 512, 500, 886, 645, 2549, 540, 647, 438, 527, 168644, 1070, 449, 448",181840
311458,"1076, 696, 1248, 370, 514, 471, 9704, 2316, 436, 1266, 3103, 645, 1066, 430, 643, 403, 748, 1313, 9996, 505",10357
392080,"422, 456, 522, 168639, 10335, 454, 458, 957, 468, 167847, 167844, 648, 1342, 602, 828, 1786, 1517, 1000, 1058, 813",1619
2119,"386, 10335, 786, 390, 9665, 449, 168639, 1400, 167831, 506, 1380, 774, 168309, 1396, 498, 167847, 914, 428, 471, 1330",436
15482,"786, 774, 449, 386, 390, 1248, 887, 466, 438, 9996, 1730, 1266, 914, 687, 888, 371, 512, 442, 167831, 167946",774
160192,"645, 456, 442, 1742, 390, 887, 422, 1551, 522, 644, 418, 828, 424, 813, 168639, 592, 2485, 506, 499, 2539",2753
190142,"1539, 466, 9552, 1248, 1797, 168177, 449, 613, 646, 522, 517, 500, 1363, 599, 443, 370, 520, 436, 1730, 647",828
142425,"499, 9704, 786, 167926, 442, 514, 3243, 167775, 1551, 390, 733, 1715, 495, 470, 869, 1114, 915, 885, 438, 769",1532
154138,"644, 168639, 456, 696, 495, 540, 442, 599, 1269, 653, 769, 445, 905, 724, 647, 875, 511, 458, 403, 167800",1905
392109,"449, 1248, 1922, 522, 167844, 168082, 438, 1294, 471, 1000, 12552, 924, 10322, 1032, 167775, 10878, 1539, 540, 9933, 1399",1363
392112,"1965, 1551, 492, 422, 599, 546, 168639, 499, 471, 9704, 1812, 10335, 957, 386, 759, 2696, 466, 906, 167844, 403",682
392113,"786, 454, 422, 466, 492, 1693, 500, 167847, 648, 456, 168644, 738, 168754, 1522, 527, 3154, 867, 660, 777, 2874",180406
392117,"456, 457, 645, 978, 167847, 418, 527, 733, 1362, 786, 167844, 458, 522, 2534, 470, 422, 2549, 10335, 600, 1124",167831
30229,"886, 1248, 913, 613, 3149, 471, 167775, 168177, 9996, 3102, 10335, 512, 9933, 514, 438, 509, 592, 371, 436, 1124",721
392118,"786, 887, 1124, 602, 10335, 525, 600, 818, 168754, 167844, 474, 1907, 1198, 645, 497, 613, 371, 12678, 167846, 498",828
33667,"456, 561, 1066, 540, 696, 468, 370, 418, 443, 645, 458, 660, 528, 168177, 1877, 1539, 724, 168596, 647, 1132",1012
131896,"786, 522, 646, 436, 512, 9621, 10611, 167865, 418, 514, 167762, 645, 887, 724, 168177, 1069, 1198, 2164, 2997, 168539",565
392122,"887, 786, 418, 167844, 886, 468, 456, 466, 660, 1044, 769, 974, 167762, 646, 442, 445, 600, 371, 1551, 168639",2534
85672,"1400, 466, 10335, 527, 454, 506, 733, 386, 1730, 599, 167762, 1907, 579, 757, 1922, 813, 786, 167831, 449, 3104",786
252053,"471, 540, 390, 1248, 648, 456, 512, 168639, 1132, 9933, 492, 1310, 1797, 1396, 573, 12552, 422, 952, 436, 181147",471
392131,"390, 468, 12081, 442, 418, 522, 386, 914, 9665, 1132, 2539, 471, 724, 600, 733, 1380, 541, 1362, 167847, 3054",2638
42500,"422, 456, 522, 454, 168639, 167844, 887, 458, 957, 10335, 492, 167847, 1786, 1342, 468, 471, 648, 1058, 604, 1922",422
392133,"167844, 470, 466, 468, 687, 168639, 887, 384, 412, 924, 1922, 458, 167847, 645, 1967, 371, 456, 647, 522, 1551",168642
101563,"370, 660, 2962, 466, 1066, 412, 436, 422, 10335, 696, 599, 403, 168308, 500, 167831, 527, 644, 522, 9619, 168177",2962
392136,"887, 786, 645, 412, 687, 9996, 646, 602, 1786, 1342, 1922, 886, 428, 592, 444, 454, 168639, 1551, 682, 168942",867
390281,"468, 167844, 370, 470, 456, 445, 424, 466, 522, 390, 418, 1000, 422, 1330, 660, 909, 403, 495, 525, 9621",466
392141,"1248, 512, 471, 168177, 443, 696, 370, 9665, 412, 168639, 913, 886, 436, 167775, 540, 9621, 403, 449, 786, 646",167857
203050,"786, 887, 10335, 602, 525, 522, 386, 436, 10168, 2921, 514, 167946, 371, 1248, 9704, 167847, 914, 1198, 867, 428",786
302652,"528, 1248, 540, 786, 2558, 1362, 913, 436, 1018, 646, 470, 512, 370, 541, 456, 1193, 3213, 908, 167872, 168177",168942
392194,"167831, 10335, 418, 456, 386, 1855, 748, 660, 559, 384, 733, 3055, 1400, 370, 3102, 540, 168328, 506, 820, 738",1816
392196,"456, 696, 602, 167847, 1058, 9996, 422, 573, 599, 168644, 468, 430, 687, 644, 2331, 167926, 457, 1967, 828, 180677",456
392210,"786, 887, 10335, 602, 386, 2921, 525, 1907, 10168, 167847, 1198, 9704, 455, 522, 167946, 483, 2563, 1517, 1067, 12678",1066
392216,"592, 887, 645, 168639, 370, 9621, 512, 454, 418, 2534, 474, 422, 9996, 167872, 507, 1362, 167846, 514, 502, 1066",167865
78534,"559, 167775, 9996, 1330, 10335, 370, 506, 886, 167831, 579, 1922, 1539, 813, 1855, 743, 168177, 599, 512, 971, 546",12461
391425,"470, 1648, 512, 456, 647, 167775, 887, 1266, 1922, 1248, 828, 599, 573, 167762, 507, 12552, 1363, 527, 644, 1362",167775
392365,"887, 786, 546, 733, 3003, 470, 10357, 167865, 167762, 506, 517, 540, 1399, 1400, 168301, 457, 525, 1018, 418, 828",470
392370,"646, 1066, 3213, 887, 492, 1248, 512, 886, 9621, 1342, 613, 168177, 1362, 682, 907, 1396, 596, 520, 957, 2565",167855
390701,"386, 456, 786, 390, 1059, 470, 167865, 10335, 828, 168309, 428, 733, 384, 1380, 168046, 1310, 457, 525, 167831, 1400",1059
392187,"9933, 492, 1269, 471, 1132, 497, 1399, 168644, 527, 1294, 646, 573, 168309, 602, 181147, 436, 10335, 957, 419, 687",733
392461,"412, 887, 602, 646, 647, 167844, 370, 458, 168213, 600, 1922, 2793, 167865, 3055, 1058, 168177, 687, 167946, 168653, 1363",412
391794,"470, 10335, 167847, 1115, 468, 9621, 371, 828, 167877, 525, 167775, 517, 397, 455, 10357, 386, 640, 2469, 648, 527",938
149563,"696, 573, 10357, 2998, 1342, 436, 456, 1330, 559, 1248, 512, 647, 9996, 167775, 506, 1922, 743, 857, 1266, 168224",3128
162864,"474, 418, 492, 696, 466, 592, 168644, 527, 1754, 733, 383, 924, 538, 1066, 2488, 9619, 384, 2485, 443, 9996",3137
320378,"456, 468, 446, 167926, 168177, 522, 418, 512, 443, 1330, 1362, 560, 424, 696, 1551, 1266, 9713, 915, 436, 540",168986
161538,"495, 644, 168639, 647, 592, 470, 828, 468, 418, 645, 2534, 540, 660, 499, 167844, 443, 599, 1787, 403, 875",497
23349,"1330, 2988, 471, 481, 422, 10335, 449, 1120, 1362, 492, 428, 2798, 1058, 385, 3213, 1266, 9748, 1922, 370, 167775",167775
392575,"492, 2980, 9933, 546, 9704, 167762, 1362, 886, 506, 573, 913, 1269, 613, 12552, 592, 1399, 647, 456, 167872, 512",2980
392580,"1248, 471, 512, 1266, 1648, 167775, 370, 647, 168177, 412, 436, 9665, 1922, 528, 1539, 458, 168755, 540, 494, 168639",10357
263311,"696, 913, 167863, 528, 512, 527, 3213, 379, 1066, 886, 419, 9933, 1018, 424, 644, 456, 418, 167844, 2331, 439",12187
274656,"167831, 10335, 386, 418, 748, 456, 384, 1855, 506, 559, 733, 3055, 1400, 168328, 436, 3102, 540, 1063, 1132, 820",1063
14531,"422, 522, 456, 168639, 454, 957, 10335, 167844, 458, 492, 602, 887, 592, 468, 1342, 604, 167847, 1517, 1786, 1922",445
207966,"12552, 786, 449, 471, 813, 9704, 1396, 456, 422, 540, 497, 599, 573, 648, 454, 645, 1248, 828, 1362, 682",10314
334806,"422, 2488, 696, 474, 492, 733, 2485, 1551, 1754, 168644, 383, 167775, 602, 386, 168942, 743, 2534, 600, 1067, 3103",10663
318837,"454, 522, 466, 370, 428, 500, 2155, 828, 1248, 592, 168177, 913, 1816, 645, 3102, 517, 168447, 468, 168848, 419",422
320146,"527, 456, 168644, 10335, 599, 1400, 167775, 696, 828, 418, 1124, 383, 644, 168308, 613, 12552, 443, 748, 546, 1066",1171
251058,"470, 456, 786, 602, 454, 1058, 466, 645, 9704, 497, 1217, 443, 660, 1362, 10168, 887, 419, 12552, 504, 985",1236
28062,"887, 470, 733, 786, 167861, 468, 403, 499, 168181, 1330, 2643, 167846, 1551, 506, 1048, 370, 1786, 1631, 3103, 1000",2604
392595,"428, 786, 456, 887, 470, 167926, 449, 458, 390, 1120, 2921, 167846, 525, 648, 645, 522, 9704, 468, 490, 370",1015
